,level_0,Name,Period,index,Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?,TotalF,AbsMag,Distance
269,706,b'BackS081207',54.7260686333534,12194,b'BackS081207',-43.4776,14.3183,3.37e-14,2.719e-14,1.269e-14,0.001,73.04,1,7.358e-14,-4.469781296242413,35.31057161614906
270,707,b'BackS081212',52.09169054441261,12196,b'BackS081212',-43.515,14.3716,7.616e-14,5.889e-14,2.469e-14,-0.0,73.8,1,1.5974e-13,-4.316252876073895,28.632072482315515
271,708,b'BackS081236',49.699289229086936,12203,b'BackS081236',-43.4062,14.3162,1.062e-13,8.114e-14,3.423e-14,-0.0,73.22,1,2.2156999999999998e-13,-4.176826574324354,28.639749242469076
272,709,b'BackS081287',53.946587537091986,12215,b'BackS081287',-43.385,14.2992,6.042e-14,5.357e-14,3.069e-14,0.0,73.11,1,1.4468e-13,-4.424354065518536,26.50709557851985
273,710,b'BackS081352',54.7260686333534,12230,b'BackS081352',-43.4689,14.3569,5.215e-14,4.205e-14,2.04e-14,0.001,74.23,1,1.1459999999999999e-13,-4.469781296242413,28.393985212029662
274,712,b'BackS081408',52.94117647058823,12249,b'BackS081408',-43.4632,14.3102,6.213e-14,5.399e-14,3.06e-14,-0.0,72.74,1,1.4671999999999998e-13,-4.3657599049808855,28.24641813742282
275,713,b'BackS081544',52.452394691286784,12281,b'BackS081544',-43.4642,14.2089,6.281e-14,6.044e-14,3.924e-14,0.0,72.6,1,1.6249e-13,-4.337274284523314,27.586755762827973
276,715,b'BackS081670',52.331606217616574,12337,b'BackS081670',-43.4629,14.3074,7.658e-14,5.84e-14,2.424e-14,0.0,72.78,1,1.5922e-13,-4.330234876013577,28.29281360605744
277,717,b'BackS081809',50.027517886626306,12410,b'BackS081809',-43.4805,14.2974,9.8e-14,7.958e-14,3.717e-14,-0.0,72.6,1,2.1475e-13,-4.195955349900496,28.28917990984025
278,734,b'BackS081989',51.03874227961819,12582,b'BackS081989',-43.4802,14.2955,9.671e-14,7.159e-14,2.948e-14,0.0,72.44,1,1.9778e-13,-4.254888304188137,27.869531411308124
279,736,b'BackS082046',51.73591348890153,12623,b'BackS082046',-43.4529,14.3809,6.83e-14,5.265e-14,2.231e-14,0.0,74.15,1,1.4326e-13,-4.295518612645981,31.01283766862838
280,739,b'BackS082076',52.331606217616574,12641,b'BackS082076',-43.3705,14.2957,6.931e-14,5.455e-14,2.46e-14,-0.0,73.11,1,1.4845999999999998e-13,-4.330234876013577,29.274210039830532
281,743,b'BackS082173',53.188999414862494,12711,b'BackS082173',-43.5119,14.1901,6.463e-14,5.365e-14,2.71e-14,-0.0,72.57,1,1.4538e-13,-4.380202731269057,27.868511385585695
282,747,b'BackS082206',54.7260686333534,12733,b'BackS082206',-42.9547,13.5445,4.145e-14,3.222e-14,1.38e-14,-0.0,73.71,1,8.747e-14,-4.469781296242413,32.437440893641316
283,748,b'BackS082211',53.06479859894922,12735,b'BackS082211',-42.9334,13.5455,5.671e-14,5.346e-14,3.336e-14,-0.001,73.19,1,1.4353e-13,-4.37296445551401,28.151613739441576
284,749,b'BackS082512',52.69565217391304,12828,b'BackS082512',-42.9901,13.563,6.729e-14,5.228e-14,2.335e-14,-0.0,74.1,1,1.4291999999999999e-13,-4.351451041139445,29.18143805180423
285,750,b'BackS082543',55.25835866261397,12838,b'BackS082543',-42.9209,13.5241,4.126e-14,3.217e-14,1.413e-14,-0.0,72.89,1,8.756e-14,-4.500802525733693,31.32371087539126
286,752,b'BackS082572',52.09169054441261,12856,b'BackS082572',-42.9211,13.5419,5.457e-14,4.29e-14,1.893e-14,-0.0,73.22,1,1.164e-13,-4.316252876073895,33.54632235222293
287,753,b'BackS082579',52.818128994770476,12859,b'BackS082579',-42.9298,13.546,4.754e-14,3.619e-14,1.481e-14,-0.0,73.7,1,9.854e-14,-4.358588844514155,34.78654415348637
288,754,b'BackS082636',52.21137277426766,12894,b'BackS082636',-42.9433,13.5365,7.561e-14,5.968e-14,2.733e-14,0.0,72.9,1,1.6262000000000002e-13,-4.32322781401049,28.21445630290675
289,755,b'BackS082667',54.46375074895146,12911,b'BackS082667',-42.9235,13.5601,5.293e-14,4.627e-14,2.652e-14,-0.0,74.64,1,1.2572e-13,-4.454493722092277,27.548844597951884
290,756,b'BackS082696',51.618398637137986,12925,b'BackS082696',-42.9623,13.5714,7.6e-14,6.675e-14,3.885e-14,0.001,74.99,1,1.8160000000000003e-13,-4.288669986925422,27.76127265477225
291,757,b'BackS082702',52.69565217391304,12929,b'BackS082702',-42.8834,13.5289,5.127e-14,3.878e-14,1.618e-14,-0.0,73.78,1,1.0623e-13,-4.351451041139445,33.88212006232135
292,758,b'BackS082764',54.20393559928444,12963,b'BackS082764',-42.9614,13.5649,4.748e-14,3.777e-14,1.683e-14,0.0,74.24,1,1.0207999999999999e-13,-4.439352004344289,31.027765851314538
293,759,b'BackS082767',53.69167158889545,12964,b'BackS082767',-42.9478,13.5677,5.071e-14,3.865e-14,1.615e-14,0.001,74.63,1,1.0551e-13,-4.409497867402301,31.74507205486027
294,760,b'BackS082793',54.07495538370018,12980,b'BackS082793',-42.9695,13.5709,4.482e-14,4.226e-14,2.806e-14,-0.001,74.35,1,1.1514e-13,-4.4318351908638025,29.588139540559872
295,762,b'BackS082850',52.452394691286784,13009,b'BackS082850',-42.9784,13.5772,5.426e-14,4.175e-14,1.796e-14,0.001,74.29,1,1.1397e-13,-4.337274284523314,33.1920914078836
296,766,b'BackS082902',54.07495538370018,13053,b'BackS082902',-43.0056,13.5409,5.969e-14,4.737e-14,2.157e-14,0.001,73.83,1,1.2863e-13,-4.4318351908638025,27.946711536642326
297,769,b'BackS082923',55.664421310471525,13072,b'BackS082923',-43.0041,13.4895,3.33e-14,2.564e-14,1.053e-14,-0.0,73.4,1,6.947e-14,-4.524467373644754,34.14344220022419
298,777,b'BackS083007',52.94117647058823,13138,b'BackS083007',-42.9855,13.4768,7.426e-14,5.929e-14,2.853e-14,-0.001,73.32,1,1.6208000000000003e-13,-4.3657599049808855,26.954378487128444
299,783,b'BottomS006208',53.69167158889545,3,b'BottomS006208',24.6187,13.1728,5.528e-14,4.888e-14,2.725e-14,0.0,124.9,1,1.3141000000000002e-13,-4.409497867402301,28.22834831783354
300,784,b'BottomS006261',50.92436974789916,29,b'BottomS006261',24.7223,13.0758,7.538e-14,6.01e-14,2.737e-14,-0.0,126.87,1,1.6285e-13,-4.248222809140479,30.65147366591983
301,785,b'BottomS006372',53.69167158889545,65,b'BottomS006372',24.6122,13.1609,5.813e-14,4.695e-14,2.193e-14,0.0,126.29,1,1.2700999999999998e-13,-4.409497867402301,28.802704446089933
302,786,b'BottomS006495',53.188999414862494,100,b'BottomS006495',24.6153,13.1649,4.392e-14,3.39e-14,1.414e-14,0.0,126.34,1,9.196e-14,-4.380202731269057,35.058940332105266
303,787,b'BottomS007013',52.331606217616574,239,b'BottomS007013',24.5919,13.1575,6.324e-14,5.069e-14,2.296e-14,-0.0,125.81,1,1.3689e-13,-4.330234876013577,30.36836540417647
304,788,b'BottomS007016',56.77701436602124,241,b'BottomS007016',24.6066,13.1613,3.549e-14,3.093e-14,1.694e-14,-0.001,126.3,1,8.336000000000001e-14,-4.5893079729596735,28.850679982975425
305,789,b'BottomS007055',52.331606217616574,260,b'BottomS007055',24.5949,13.1559,6.88e-14,6.283e-14,3.768e-14,0.001,126.07,1,1.6931e-13,-4.330234876013577,27.27715252458166
306,790,b'BottomS007094',52.09169054441261,282,b'BottomS007094',24.6434,13.1842,6.997e-14,5.674e-14,2.751e-14,0.0,126.79,1,1.5422e-13,-4.316252876073895,29.169494047325333
307,791,b'BottomS007098',53.946587537091986,286,b'BottomS007098',24.6278,13.1974,4.951e-14,4.157e-14,2.115e-14,-0.0,124.78,1,1.1223e-13,-4.424354065518536,30.090746015683727
308,792,b'BottomS007128',55.39305301645338,296,b'BottomS007128',24.6178,13.1754,3.721e-14,3.269e-14,1.892e-14,-0.001,125.69,1,8.882e-14,-4.508652352391984,30.79401829910156
309,793,b'BottomS007134',52.69565217391304,300,b'BottomS007134',24.6251,13.1746,5.723e-14,4.636e-14,2.14e-14,0.0,126.32,1,1.2498999999999998e-13,-4.351451041139445,30.988657769338573
310,794,b'BottomS007137',52.452394691286784,302,b'BottomS007137',24.603,13.1794,5.857e-14,4.443e-14,1.86e-14,0.0,124.64,1,1.2159999999999998e-13,-4.337274284523314,32.17545529981268
311,795,b'BottomS007212',53.946587537091986,332,b'BottomS007212',24.6733,13.1018,5.574e-14,4.887e-14,2.629e-14,-0.001,127.11,1,1.309e-13,-4.424354065518536,27.752479960266076
312,796,b'BottomS061242',56.35461872287662,402,b'BottomS061242',6.9331,-37.2005,9.898e-14,7.471e-14,3.093e-14,-0.001,97.82,1,2.0462e-13,-4.564691257519206,19.09699362129924
313,799,b'BottomS061372',56.2152133580705,478,b'BottomS061372',6.9666,-37.1354,1.268e-13,9.673e-14,4.177e-14,-0.0,99.05,1,2.653e-13,-4.5565668787477795,16.94088002256272
314,800,b'BottomS061379',55.52840562003666,483,b'BottomS061379',6.9766,-37.2295,1.164e-13,9.789e-14,4.868e-14,-0.0,98.78,1,2.6297e-13,-4.516540541062042,17.634395028866592
315,804,b'BottomS061769',53.188999414862494,631,b'BottomS061769',6.7626,-37.1593,2.443e-13,2.02e-13,1.02e-13,-0.001,98.98,1,5.483e-13,-4.380202731269057,14.362265461453571
316,805,b'BottomS062054',52.94117647058823,736,b'BottomS062054',7.2303,-37.6299,2.263e-13,1.835e-13,8.57e-14,0.001,97.93,1,4.955000000000001e-13,-4.3657599049808855,15.321525672408857
317,807,b'BottomS062344',52.331606217616574,834,b'BottomS062344',6.7313,-37.7494,2.431e-13,2.009e-13,9.706e-14,-0.0,97.73,1,5.4106e-13,-4.330234876013577,15.254310902337805
318,808,b'BottomS062372',57.93499043977055,844,b'BottomS062372',7.602,-37.0395,9.13e-14,9.187e-14,6.734e-14,-0.0,97.68,1,2.5051e-13,-4.6567934405704206,15.48875183817397
319,809,b'BottomS062638',53.43915343915343,950,b'BottomS062638',8.3712,-36.2765,2.328e-13,1.979e-13,1.008e-13,-0.0,96.82,1,5.315e-13,-4.394781410126664,14.268765408980881
320,810,b'BottomS062701',52.331606217616574,972,b'BottomS062701',8.3269,-36.3358,2.295e-13,1.794e-13,8.067e-14,0.0,96.97,1,4.8957e-13,-4.330234876013577,16.142520352581446
321,811,b'BottomS062764',55.39305301645338,995,b'BottomS062764',8.2738,-36.3504,1.738e-13,1.451e-13,7.131e-14,0.0,97.74,1,3.9021e-13,-4.508652352391984,14.616389834341197
322,813,b'BottomS062802',56.49471721566189,1012,b'BottomS062802',8.2969,-36.3546,1.188e-13,1.069e-13,6.328e-14,-0.0,97.33,1,2.8898e-13,-4.572856030964449,15.815507480601577
323,814,b'BottomS062820',53.946587537091986,1023,b'BottomS062820',8.3185,-36.2889,2.093e-13,1.918e-13,1.153e-13,-0.001,96.49,1,5.164e-13,-4.424354065518536,14.008726803898732
324,815,b'BottomS062829',53.69167158889545,1029,b'BottomS062829',8.2812,-36.312,1.984e-13,1.552e-13,6.765e-14,0.0,96.83,1,4.2125000000000005e-13,-4.409497867402301,15.841824868002938
325,816,b'BottomS062852',51.5014164305949,1043,b'BottomS062852',8.2907,-36.3813,2.363e-13,2.153e-13,1.293e-13,-0.0,97.75,1,5.809e-13,-4.281852403134476,15.579437866858097
326,817,b'BottomS062857',53.188999414862494,1046,b'BottomS062857',8.2028,-36.2841,1.928e-13,1.814e-13,1.126e-13,-0.0,97.89,1,4.867999999999999e-13,-4.380202731269057,15.155839344528948
327,820,b'BottomS062885',54.20393559928444,1067,b'BottomS062885',8.2841,-36.4251,1.572e-13,1.509e-13,1.036e-13,0.001,98.59,1,4.1169999999999995e-13,-4.439352004344289,15.523132980891733
328,821,b'BottomS062941',52.818128994770476,1104,b'BottomS062941',8.268,-36.3475,2.142e-13,1.645e-13,6.96e-14,-0.001,97.7,1,4.483e-13,-4.358588844514155,16.316335492730545
329,823,b'BottomS062991',50.92436974789916,1134,b'BottomS062991',8.2792,-36.3819,2.573e-13,1.936e-13,8.206e-14,0.0,97.82,1,5.3296e-13,-4.248222809140479,17.077957126494336
330,837,b'BottomS063272',54.59459459459459,1348,b'BottomS063272',8.2401,-36.4833,1.874e-13,1.521e-13,7.05e-14,0.0,98.18,1,4.1e-13,-4.462119145714912,15.061763364556915
331,838,b'BottomS063294',49.48285247686445,1364,b'BottomS063294',8.3382,-36.139,4.625e-13,3.794e-13,1.832e-13,0.0,96.74,1,1.0251e-12,-4.164212897960046,13.438317191293677
332,840,b'BottomS063307',53.43915343915343,1376,b'BottomS063307',8.3694,-36.1439,2.272e-13,1.959e-13,1.045e-13,0.001,96.56,1,5.276e-13,-4.394781410126664,14.341417433697774
333,842,b'BottomS063336',52.09169054441261,1398,b'BottomS063336',8.0852,-36.4293,2.608e-13,2.007e-13,8.434e-14,0.001,98.4,1,5.4584e-13,-4.316252876073895,15.50957423096038
334,848,b'BottomS063490',55.39305301645338,1491,b'BottomS063490',10.0228,-36.6988,1.26e-13,1.146e-13,6.756e-14,-0.0,98.83,1,3.0816e-13,-4.508652352391984,16.446803928564044
335,849,b'BottomS063750',54.85817742908872,1590,b'BottomS063750',10.1356,-36.9546,1.808e-13,1.613e-13,9.199e-14,0.0,100.39,1,4.3409e-13,-4.477480439651158,14.369531093859223
336,852,b'BottomS063854',52.69565217391304,1640,b'BottomS063854',10.1135,-36.9616,2.055e-13,1.621e-13,7.213e-14,-0.0,100.59,1,4.3973000000000004e-13,-4.351451041139445,16.572307078304213
337,853,b'BottomS063874',55.80110497237568,1653,b'BottomS063874',10.1228,-36.987,1.528e-13,1.383e-13,8.229e-14,-0.001,100.8,1,3.7339e-13,-4.532433134809823,14.56707454052542
338,854,b'BottomS063886',54.7260686333534,1662,b'BottomS063886',10.095,-36.9288,1.615e-13,1.331e-13,6.402e-14,0.0,99.53,1,3.5862e-13,-4.469781296242413,15.959538330405909
339,857,b'BottomS063945',51.38496325607689,1696,b'BottomS063945',10.0866,-36.888,2.837e-13,2.427e-13,1.254e-13,-0.0,98.98,1,6.518000000000001e-13,-4.275065650700414,14.788777892856382
340,875,b'BottomS064220',53.188999414862494,1902,b'BottomS064220',10.0255,-36.7153,1.795e-13,1.391e-13,5.882e-14,0.0,98.89,1,3.7741999999999997e-13,-4.380202731269057,17.307529055552447
341,876,b'BottomS064232',58.38150289017341,1914,b'BottomS064232',10.2141,-37.2462,7.995e-14,7.243e-14,4.176e-14,0.001,101.36,1,1.9414e-13,-4.6828156548394,16.929063342990432
342,880,b'BottomS064258',56.49471721566189,1937,b'BottomS064258',10.1531,-37.0809,1.18e-13,9.234e-14,4.028e-14,0.0,101.08,1,2.5062e-13,-4.572856030964449,17.01676688386153
343,882,b'BottomS064301',52.09169054441261,1971,b'BottomS064301',10.043,-36.7607,2.493e-13,1.888e-13,7.992e-14,-0.001,98.7,1,5.1802e-13,-4.316252876073895,15.990887465652179
344,887,b'BottomS064352',53.06479859894922,2012,b'BottomS064352',10.0711,-36.8463,2.13e-13,1.819e-13,9.68e-14,0.001,99.38,1,4.917e-13,-4.37296445551401,15.261647652013709
345,889,b'BottomS064550',58.08306709265176,2123,b'BottomS064550',6.8622,-37.0086,6.195e-14,6.466e-14,5.177e-14,0.001,98.09,1,1.7838e-13,-4.66542317169221,18.27976313797421
346,890,b'BottomS064654',55.39305301645338,2157,b'BottomS064654',6.9041,-36.9824,1.44e-13,1.084e-13,4.514e-14,-0.0,96.76,1,2.9754e-13,-4.508652352391984,16.91060645428548
347,891,b'BottomS064757',51.38496325607689,2192,b'BottomS064757',6.8423,-36.9555,2.471e-13,2.139e-13,1.136e-13,-0.0,98.13,1,5.746e-13,-4.275065650700414,15.752945930572485
348,892,b'BottomS064798',51.5014164305949,2205,b'BottomS064798',6.9903,-37.0835,2.727e-13,2.555e-13,1.589e-13,-0.0,96.59,1,6.871e-13,-4.281852403134476,14.301393166085814
349,894,b'BottomS064872',51.73591348890153,2244,b'BottomS064872',6.8638,-37.0376,2.756e-13,2.173e-13,9.545e-14,0.0,97.54,1,5.8835e-13,-4.295518612645981,15.265492862548557
350,895,b'BottomS064907',57.35015772870662,2261,b'BottomS064907',6.9027,-36.992,8.753e-14,8.907e-14,6.694e-14,0.001,96.77,1,2.4354e-13,-4.622710086108336,16.359846737351635
351,898,b'BottomS065120',54.3335325762104,2392,b'BottomS065120',6.9715,-37.016,1.624e-13,1.243e-13,5.346e-14,0.0,96.38,1,3.4016e-13,-4.446904761941836,16.955556747446067
352,904,b'BottomS065204',53.946587537091986,2446,b'BottomS065204',6.7096,-36.9693,1.655e-13,1.263e-13,5.206e-14,0.0,98.73,1,3.4386e-13,-4.424354065518536,17.263199600539465
353,908,b'BottomS065237',51.38496325607689,2476,b'BottomS065237',6.7348,-37.0492,2.772e-13,2.286e-13,1.113e-13,-0.0,98.37,1,6.171000000000001e-13,-4.275065650700414,15.23803832826884
354,916,b'BottomS065309',56.49471721566189,2544,b'BottomS065309',7.0011,-36.9758,1.185e-13,1.051e-13,6.151e-14,-0.0,96.66,1,2.8511e-13,-4.572856030964449,15.950365030255703
355,919,b'BottomS065450',54.7260686333534,2627,b'BottomS065450',3.1516,-39.0617,1.573e-13,1.342e-13,7.134e-14,-0.0,97.16,1,3.6284e-13,-4.469781296242413,15.893995801612142
356,920,b'BottomS065502',55.664421310471525,2649,b'BottomS065502',3.0816,-39.3814,1.288e-13,1.177e-13,7.088e-14,0.0,96.05,1,3.1738e-13,-4.524467373644754,15.935954524325282
357,922,b'BottomS065721',57.64109067850349,2732,b'BottomS065721',3.1882,-39.2851,9.551e-14,9.006e-14,5.813e-14,-0.0,97.32,1,2.4369999999999996e-13,-4.639665312218359,15.955167673707274
358,926,b'BottomS065844',53.43915343915343,2806,b'BottomS065844',3.1501,-39.395,1.752e-13,1.397e-13,6.425e-14,0.001,95.45,1,3.7915e-13,-4.394781410126664,16.982870261526784
359,927,b'BottomS065872',51.5014164305949,2822,b'BottomS065872',3.1399,-39.3046,2.308e-13,2.041e-13,1.126e-13,0.001,96.85,1,5.475e-13,-4.281852403134476,16.001190514632217
360,928,b'BottomS065886',52.21137277426766,2831,b'BottomS065886',3.1806,-39.4634,2.125e-13,1.637e-13,7.016e-14,0.001,95.44,1,4.4636000000000003e-13,-4.32322781401049,17.035769421767213
361,933,b'BottomS065977',52.09169054441261,2886,b'BottomS065977',3.1006,-39.1802,2.522e-13,1.969e-13,8.93e-14,0.001,96.87,1,5.384e-13,-4.316252876073895,15.658519731227642
362,934,b'BottomS065987',53.946587537091986,2896,b'BottomS065987',3.0898,-39.2281,1.594e-13,1.456e-13,8.575e-14,-0.0,96.66,1,3.9075000000000003e-13,-4.424354065518536,16.078379670227672
363,940,b'BottomS066025',54.20393559928444,2933,b'BottomS066025',3.0638,-39.5251,2.022e-13,1.746e-13,9.51e-14,0.0,95.66,1,4.719e-13,-4.439352004344289,14.431181145374206
364,942,b'BottomS066040',51.15362971299943,2948,b'BottomS066040',3.1137,-39.2335,2.764e-13,2.183e-13,9.451e-14,0.001,96.84,1,5.8921e-13,-4.261583807091949,15.837303104207566
365,946,b'BottomS066110',55.12431776834445,3006,b'BottomS066110',3.1202,-39.65,1.463e-13,1.221e-13,5.955e-14,-0.0,95.27,1,3.2795e-13,-4.492990781921532,16.223583077760523
366,947,b'BottomS066143',54.59459459459459,3017,b'BottomS066143',8.2319,-42.3916,1.4e-13,1.191e-13,6.096e-14,-0.0,97.93,1,3.2005999999999995e-13,-4.462119145714912,17.020979411810885
367,948,b'BottomS066289',51.85396463205932,3057,b'BottomS066289',8.2445,-42.4765,1.722e-13,1.307e-13,5.439e-14,0.001,97.95,1,3.5728999999999993e-13,-4.30239849279082,19.528233522246037
368,949,b'BottomS066365',51.26903553299493,3082,b'BottomS066365',8.3176,-42.4112,2.619e-13,2.187e-13,1.123e-13,0.0,99.01,1,5.929e-13,-4.268309520950768,15.700766251933757
369,950,b'BottomS066371',52.69565217391304,3085,b'BottomS066371',8.4622,-42.4327,1.824e-13,1.355e-13,5.627e-14,-0.0,99.48,1,3.7417e-13,-4.351451041139445,18.126119207303173
370,951,b'BottomS066603',53.818827708703374,3199,b'BottomS066603',8.2453,-42.5532,1.518e-13,1.353e-13,7.648e-14,-0.0,98.21,1,3.6357999999999995e-13,-4.416908374751578,16.822747030010415
371,952,b'BottomS066720',51.73591348890153,3271,b'BottomS066720',8.233,-42.4663,2.391e-13,1.925e-13,8.959e-14,-0.0,97.61,1,5.2119e-13,-4.295518612645981,16.219046792290936
372,954,b'BottomS066861',51.5014164305949,3353,b'BottomS066861',8.3813,-42.4414,2.787e-13,2.095e-13,8.632e-14,0.0,99.49,1,5.7452e-13,-4.281852403134476,15.793623645904002
373,962,b'BottomS066946',51.26903553299493,3413,b'BottomS066946',8.4318,-42.5816,2.58e-13,2.332e-13,1.34e-13,0.0,99.5,1,6.252e-13,-4.268309520950768,15.204808912253938
374,968,b'BottomS066990',54.59459459459459,3456,b'BottomS066990',8.4529,-42.3737,1.324e-13,1.051e-13,4.615e-14,-0.001,99.31,1,2.8365e-13,-4.462119145714912,18.119202101078972
375,974,b'BottomS067087',53.06479859894922,3552,b'BottomS067087',7.9779,-42.3223,2.128e-13,1.823e-13,9.496e-14,-0.0,97.5,1,4.9006e-13,-4.37296445551401,15.244895015074242
376,979,b'BottomS067223',52.94117647058823,3667,b'BottomS067223',8.5477,-42.5752,1.863e-13,1.466e-13,6.566e-14,-0.0,99.6,1,3.9856e-13,-4.3657599049808855,17.141667326209003
377,988,b'BottomS067414',53.565114908662345,3795,b'BottomS067414',7.4146,-41.3,2.209e-13,1.869e-13,9.787e-14,-0.0,99.67,1,5.0567e-13,-4.402122294678124,14.559089036127384
378,990,b'BottomS067518',54.46375074895146,3832,b'BottomS067518',7.4369,-41.1061,1.667e-13,1.293e-13,5.537e-14,-0.0,98.68,1,3.5137e-13,-4.454493722092277,16.47987360614174
379,991,b'BottomS067619',55.25835866261397,3874,b'BottomS067619',7.4874,-41.1395,1.6e-13,1.218e-13,5.209e-14,-0.0,98.55,1,3.3388999999999995e-13,-4.500802525733693,16.098117500239347
380,999,b'BottomS067743',53.946587537091986,3949,b'BottomS067743',7.4501,-41.2607,1.999e-13,2.029e-13,1.515e-13,0.0,99.43,1,5.543e-13,-4.424354065518536,13.62015166827029
381,1000,b'BottomS067777',53.69167158889545,3969,b'BottomS067777',7.4386,-41.2425,2.538e-13,2.349e-13,1.416e-13,-0.0,99.52,1,6.303e-13,-4.409497867402301,12.87684766360032
382,1001,b'BottomS067796',52.21137277426766,3980,b'BottomS067796',7.4318,-41.1265,2.968e-13,2.276e-13,9.994e-14,0.0,98.78,1,6.2434e-13,-4.32322781401049,14.447741550615854
383,1006,b'BottomS067995',51.85396463205932,4111,b'BottomS067995',7.4278,-41.3841,3.038e-13,2.687e-13,1.547e-13,-0.001,99.57,1,7.272000000000001e-13,-4.30239849279082,13.619680521191514
384,1018,b'BottomS068057',53.946587537091986,4170,b'BottomS068057',7.2216,-41.1815,2.309e-13,2.082e-13,1.234e-13,-0.0,99.46,1,5.625000000000001e-13,-4.424354065518536,13.445674847927481
385,1027,b'BottomS068120',54.07495538370018,4230,b'BottomS068120',7.4209,-40.9967,2.103e-13,1.65e-13,7.162e-14,0.001,98.78,1,4.4692000000000003e-13,-4.4318351908638025,14.97408977194041
386,1029,b'BottomS068139',49.80821917808219,4243,b'BottomS068139',7.4515,-40.9871,4.345e-13,3.456e-13,1.594e-13,0.0,98.65,1,9.395000000000002e-13,-4.183174882127432,13.776081138619752
387,1031,b'BottomS068169',54.07495538370018,4268,b'BottomS068169',7.3373,-41.3635,2.414e-13,2.051e-13,1.04e-13,-0.0,99.69,1,5.505e-13,-4.4318351908638025,13.430728635596802
388,1032,b'BottomS068170',55.12431776834445,4269,b'BottomS068170',7.3363,-41.367,1.804e-13,1.535e-13,7.797e-14,0.0,99.72,1,4.1187000000000004e-13,-4.492990781921532,14.469396550061454
389,1042,b'BottomS068271',52.818128994770476,4351,b'BottomS068271',7.4467,-41.5394,2.624e-13,2.083e-13,9.139e-14,-0.001,99.56,1,5.6209e-13,-4.358588844514155,14.499764304111098
390,1044,b'BottomS068373',53.565114908662345,4398,b'BottomS068373',6.9867,-38.3408,1.784e-13,1.586e-13,9.199e-14,0.0,96.79,1,4.2898999999999997e-13,-4.402122294678124,15.804736557721956
391,1045,b'BottomS068683',53.565114908662345,4503,b'BottomS068683',7.1005,-38.3033,1.605e-13,1.215e-13,5.02e-14,0.0,95.34,1,3.322e-13,-4.402122294678124,18.057212698589694
392,1048,b'BottomS068753',54.59459459459459,4540,b'BottomS068753',7.0734,-38.2834,1.119e-13,1.091e-13,7.672e-14,-0.001,95.31,1,2.9771999999999997e-13,-4.462119145714912,17.783942759594847
393,1050,b'BottomS068892',55.80110497237568,4624,b'BottomS068892',7.0182,-38.3349,1.199e-13,1.105e-13,6.859e-14,0.0,97.02,1,2.9899e-13,-4.532433134809823,16.2967984170985
394,1059,b'BottomS069022',52.21137277426766,4714,b'BottomS069022',6.9784,-38.4612,2.1e-13,1.785e-13,8.975e-14,-0.0,97.39,1,4.7825e-13,-4.32322781401049,16.314245101844893
395,1060,b'BottomS069024',51.03874227961819,4716,b'BottomS069024',7.1454,-38.1328,2.184e-13,1.72e-13,7.618e-14,0.001,95.23,1,4.6658e-13,-4.254888304188137,17.980080195183373
396,1062,b'BottomS069063',56.2152133580705,4754,b'BottomS069063',7.0615,-38.5125,8.553e-14,6.453e-14,2.69e-14,-0.0,97.09,1,1.7696e-13,-4.5565668787477795,20.741288296408637
397,1066,b'BottomS069103',52.818128994770476,4790,b'BottomS069103',7.1472,-38.133,1.607e-13,1.341e-13,6.681e-14,0.0,95.14,1,3.6161e-13,-4.358588844514155,18.071374615335987
398,1067,b'BottomS069118',51.5014164305949,4803,b'BottomS069118',7.1171,-38.1269,2.153e-13,1.703e-13,7.649e-14,0.0,95.17,1,4.6209e-13,-4.281852403134476,17.517272036572933
399,1071,b'BottomS083163',55.39305301645338,4875,b'BottomS083163',-13.7532,20.3661,8.528e-14,6.61e-14,2.926e-14,-0.0,102.56,1,1.8064e-13,-4.508652352391984,21.65574326265187
400,1072,b'BottomS083526',54.20393559928444,4996,b'BottomS083526',-13.7754,20.3678,9.266e-14,8.896e-14,5.942e-14,0.0,104.12,1,2.4104e-13,-4.439352004344289,20.217460845938476
401,1073,b'BottomS083884',54.990925589836664,5103,b'BottomS083884',-13.7571,20.3699,9.483e-14,7.982e-14,4.047e-14,0.001,103.66,1,2.1512e-13,-4.485216844492006,20.24583606879778
402,1074,b'BottomS083889',54.07495538370018,5107,b'BottomS083889',-13.7203,20.3427,1.129e-13,8.848e-14,3.971e-14,-0.0,102.31,1,2.4109e-13,-4.4318351908638025,20.448424276812016
403,1077,b'BottomS083958',50.69715560513106,5140,b'BottomS083958',-13.7559,20.3796,1.743e-13,1.372e-13,6.157e-14,0.001,104.02,1,3.7307000000000005e-13,-4.234981039280042,20.598349593136685
404,1078,b'BottomS083972',53.188999414862494,5150,b'BottomS083972',-13.7085,20.3684,1.093e-13,8.359e-14,3.45e-14,-0.0,102.51,1,2.2739e-13,-4.380202731269057,22.32654242500118
405,1079,b'BottomS084004',54.46375074895146,5165,b'BottomS084004',-13.7311,20.3836,9.707e-14,8.551e-14,4.675e-14,-0.0,102.52,1,2.2933e-13,-4.454493722092277,20.264910300142468
406,1081,b'BottomS084047',56.07649599012956,5185,b'BottomS084047',-13.7808,20.3421,7.793e-14,6.529e-14,3.354e-14,-0.0,102.4,1,1.7676000000000002e-13,-4.548482595614955,20.813032763744047
