Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?,Period,Luminosity,dLuminosity,dGreenF,Distance,dDistance
BottomS061372,6.9666,-37.1354,1.268e-13,9.673e-14,4.177e-14,-0.0,-99.05,1,56.35461872287662,-4.567628058758756,0.3882532093551083,9.673e-16,16726.51162600818,7477.101783820653
BottomS061379,6.9766,-37.2295,1.164e-13,9.789e-14,4.868e-14,-0.0,-98.78,1,55.39305301645338,-4.510332476593773,0.3847160782484805,9.789e-16,17760.884802980094,7867.165705408062
BottomS061769,6.7626,-37.1593,2.443e-13,2.02e-13,1.02e-13,-0.001,-98.98,1,53.313782991202345,-4.386437681075225,0.3771673258385854,2.02e-15,14259.538652126761,6192.328955213213
BottomS062054,7.2303,-37.6299,2.263e-13,1.835e-13,8.57e-14,0.001,-97.93,1,52.818128994770476,-4.356903782259719,0.3753887118546447,1.835e-15,15478.542878040535,6689.998786910112
BottomS062344,6.7313,-37.7494,2.431e-13,2.009e-13,9.706e-14,-0.0,-97.73,1,52.331606217616574,-4.327913973692974,0.3736509009377059,2.009e-15,15295.12549854201,6580.124410599725
BottomS062372,7.602,-37.0395,9.13e-14,9.187e-14,6.734e-14,-0.0,-97.68,1,58.08306709265176,-4.670618894358286,0.39468150548201897,9.187000000000001e-16,15244.166887912128,6927.275412732666
BottomS062638,8.3712,-36.2765,2.328e-13,1.979e-13,1.008e-13,-0.0,-96.82,1,53.43915343915343,-4.39390796912071,0.3776185031129955,1.979e-15,14283.12109815629,6209.988528802798
BottomS062701,8.3269,-36.3358,2.295e-13,1.794e-13,8.067e-14,0.0,-96.97,1,52.331606217616574,-4.327913973692974,0.3736509009377059,1.794e-15,16185.711451420779,6963.263886561096
BottomS062764,8.2738,-36.3504,1.738e-13,1.451e-13,7.131e-14,0.0,-97.74,1,55.39305301645338,-4.510332476593773,0.3847160782484805,1.4510000000000001e-15,14588.14446649383,6461.803627772073
BottomS062802,8.2969,-36.3546,1.188e-13,1.069e-13,6.328e-14,-0.0,-97.33,1,56.63551401869159,-4.584365406392532,0.3892918262397843,1.069e-15,15607.323928188107,6995.462713876222
BottomS062820,8.3185,-36.2889,2.093e-13,1.918e-13,1.153e-13,-0.001,-96.49,1,53.946587537091986,-4.424143793732112,0.379449919432003,1.918e-15,14012.11850781021,6121.705083171774
BottomS062829,8.2812,-36.312,1.984e-13,1.552e-13,6.765e-14,0.0,-96.83,1,53.69167158889545,-4.408954444156214,0.37852882832447077,1.5520000000000002e-15,15851.739234660028,6908.601701418277
BottomS062852,8.2907,-36.3813,2.363e-13,2.153e-13,1.293e-13,-0.0,-97.75,1,51.5014164305949,-4.278446519896433,0.37070425041140365,2.153e-15,15640.647387844105,6675.714965715811
BottomS062857,8.2028,-36.2841,1.928e-13,1.814e-13,1.126e-13,-0.0,-97.89,1,53.188999414862494,-4.379002362195546,0.3767187781834087,1.814e-15,15176.798829685113,6582.820258709171
BottomS062885,8.2841,-36.4251,1.572e-13,1.509e-13,1.036e-13,0.001,-98.59,1,54.20393559928444,-4.43947806256455,0.38038194531035396,1.5089999999999999e-15,15520.880273790432,6797.51604611078
BottomS062941,8.268,-36.3475,2.142e-13,1.645e-13,6.96e-14,-0.001,-97.7,1,52.818128994770476,-4.356903782259719,0.3753887118546447,1.6450000000000001e-15,16348.019901219806,7065.796449270686
BottomS062991,8.2792,-36.3819,2.573e-13,1.936e-13,8.206e-14,0.0,-97.82,1,50.92436974789916,-4.244062779502439,0.36867024672949594,1.936e-15,17159.946668270986,7283.99849859441
BottomS063272,8.2401,-36.4833,1.874e-13,1.521e-13,7.05e-14,0.0,-98.18,1,54.59459459459459,-4.462755758945321,0.38180086447376815,1.521e-15,15050.728219923549,6616.193654112847
BottomS063294,8.3382,-36.139,4.625e-13,3.794e-13,1.832e-13,0.0,-96.74,1,49.48285247686445,-4.15816893918233,0.36364120868226624,3.794e-15,13532.151992930352,5665.73976754387
BottomS063307,8.3694,-36.1439,2.272e-13,1.959e-13,1.045e-13,0.001,-96.56,1,53.43915343915343,-4.39390796912071,0.3776185031129955,1.959e-15,14355.846217486129,6241.607819410956
BottomS063336,8.0852,-36.4293,2.608e-13,2.007e-13,8.434e-14,0.001,-98.4,1,52.21137277426766,-4.320749777750503,0.37322267890764116,2.007e-15,15429.484797725418,6630.320841193809
BottomS063490,10.0228,-36.6988,1.26e-13,1.146e-13,6.756e-14,-0.0,-98.83,1,55.39305301645338,-4.510332476593773,0.3847160782484805,1.146e-15,16415.021386353495,7271.016885520919
BottomS063750,10.1356,-36.9546,1.808e-13,1.613e-13,9.199e-14,0.0,-100.39,1,54.85817742908872,-4.478461531156368,0.3827609882181453,1.613e-15,14353.30953618014,6325.478219451712
BottomS063854,10.1135,-36.9616,2.055e-13,1.621e-13,7.213e-14,-0.0,-100.59,1,52.818128994770476,-4.356903782259719,0.3753887118546447,1.6210000000000001e-15,16468.596973752152,7117.911204214123
BottomS063874,10.1228,-36.987,1.528e-13,1.383e-13,8.229e-14,-0.001,-100.8,1,55.93846153846154,-4.542831034495178,0.3867188740450029,1.383e-15,14393.73135350389,6408.875556716092
BottomS063886,10.095,-36.9288,1.615e-13,1.331e-13,6.402e-14,0.0,-99.53,1,54.7260686333534,-4.470589733826027,0.3822794936546394,1.3310000000000001e-15,15944.690930068615,7017.958967505964
BottomS063945,10.0866,-36.888,2.837e-13,2.427e-13,1.254e-13,-0.0,-98.98,1,51.38496325607689,-4.271507573983118,0.3702928273144825,2.427e-15,14849.482703704383,6330.998131401401
BottomS064220,10.0255,-36.7153,1.795e-13,1.391e-13,5.882e-14,0.0,-98.89,1,53.188999414862494,-4.379002362195546,0.3767187781834087,1.3910000000000001e-15,17331.464179835795,7517.389852526794
BottomS064232,10.2141,-37.2462,7.995e-14,7.243e-14,4.176e-14,0.001,-101.36,1,58.23190262652146,-4.679487366375264,0.39523914651079933,7.243000000000001e-16,16994.057141629386,7733.372623835032
BottomS064258,10.1531,-37.0809,1.18e-13,9.234e-14,4.028e-14,0.0,-101.08,1,56.49471721566189,-4.5759759279173045,0.3887709281212506,9.234e-16,16955.753761370775,7589.683603793535
BottomS064301,10.043,-36.7607,2.493e-13,1.888e-13,7.992e-14,-0.001,-98.7,1,52.09169054441261,-4.313618426259344,0.37279691146388816,1.888e-15,16039.461812405414,6884.576949929812
BottomS064352,10.0711,-36.8463,2.13e-13,1.819e-13,9.68e-14,0.001,-99.38,1,53.06479859894922,-4.371601767513788,0.3762728399426456,1.819e-15,15285.609718223828,6622.168956171012
BottomS064550,6.8622,-37.0086,6.195e-14,6.466e-14,5.177e-14,0.001,-98.09,1,58.08306709265176,-4.670618894358286,0.39468150548201897,6.466e-16,18170.743700847994,8257.174497988666
BottomS064654,6.9041,-36.9824,1.44e-13,1.084e-13,4.514e-14,-0.0,-96.76,1,55.39305301645338,-4.510332476593773,0.3847160782484805,1.084e-15,16877.927639254078,7476.060735421198
BottomS064757,6.8423,-36.9555,2.471e-13,2.139e-13,1.136e-13,-0.0,-98.13,1,51.38496325607689,-4.271507573983118,0.3702928273144825,2.1390000000000002e-15,15817.608447647448,6743.753403632947
BottomS064798,6.9903,-37.0835,2.727e-13,2.555e-13,1.589e-13,-0.0,-96.59,1,51.5014164305949,-4.278446519896433,0.37070425041140365,2.5550000000000003e-15,14357.581420925952,6128.078895100654
BottomS064872,6.8638,-37.0376,2.756e-13,2.173e-13,9.545e-14,0.0,-97.54,1,51.85396463205932,-4.299453357296301,0.3719526663717669,2.173e-15,15196.495933348418,6507.983292732343
BottomS064907,6.9027,-36.992,8.753e-14,8.907e-14,6.694e-14,0.001,-96.77,1,57.35015772870662,-4.62694796433146,0.3919449231922823,8.907e-16,16280.220836645949,7346.7910341583265
BottomS065120,6.9715,-37.016,1.624e-13,1.243e-13,5.346e-14,0.0,-96.38,1,54.3335325762104,-4.447200191369887,0.3808521124727844,1.243e-15,16949.790707508146,7432.495184331688
BottomS065204,6.7096,-36.9693,1.655e-13,1.263e-13,5.206e-14,0.0,-98.73,1,53.946587537091986,-4.424143793732112,0.379449919432003,1.263e-15,17267.379256723027,7543.884481851683
BottomS065237,6.7348,-37.0492,2.772e-13,2.286e-13,1.113e-13,-0.0,-98.37,1,51.38496325607689,-4.271507573983118,0.3702928273144825,2.286e-15,15300.587258350442,6523.324163864365
BottomS065309,7.0011,-36.9758,1.185e-13,1.051e-13,6.151e-14,-0.0,-96.66,1,56.49471721566189,-4.5759759279173045,0.3887709281212506,1.0510000000000001e-15,15893.175460579832,7114.05549425865
BottomS065450,3.1516,-39.0617,1.573e-13,1.342e-13,7.134e-14,-0.0,-97.16,1,54.7260686333534,-4.470589733826027,0.3822794936546394,1.3420000000000001e-15,15879.209376482491,6989.137659008266
BottomS065502,3.0816,-39.3814,1.288e-13,1.177e-13,7.088e-14,0.0,-96.05,1,55.664421310471525,-4.526502150993584,0.3857114173594574,1.177e-15,15898.666268100267,7060.515460781796
BottomS065721,3.1882,-39.2851,9.551e-14,9.006e-14,5.813e-14,-0.0,-97.32,1,57.64109067850349,-4.644283412775844,0.3930293449564134,9.006e-16,15870.562594323757,7181.737135474903
BottomS065844,3.1501,-39.395,1.752e-13,1.397e-13,6.425e-14,0.001,-95.45,1,53.43915343915343,-4.39390796912071,0.3776185031129955,1.397e-15,16999.956589586203,7391.209154216518
BottomS065872,3.1399,-39.3046,2.308e-13,2.041e-13,1.126e-13,0.001,-96.85,1,51.5014164305949,-4.278446519896433,0.37070425041140365,2.0410000000000002e-15,16064.05704518211,6856.433967687348
BottomS065886,3.1806,-39.4634,2.125e-13,1.637e-13,7.016e-14,0.001,-95.44,1,52.331606217616574,-4.327913973692974,0.3736509009377059,1.637e-15,16944.106537981315,7289.533456721314
BottomS065977,3.1006,-39.1802,2.522e-13,1.969e-13,8.93e-14,0.001,-96.87,1,52.09169054441261,-4.313618426259344,0.37279691146388816,1.969e-15,15706.08446887593,6741.482250011842
BottomS065987,3.0898,-39.2281,1.594e-13,1.456e-13,8.575e-14,-0.0,-96.66,1,53.946587537091986,-4.424143793732112,0.379449919432003,1.456e-15,16082.27246533897,7026.127351488178
BottomS066025,3.0638,-39.5251,2.022e-13,1.746e-13,9.51e-14,0.0,-95.66,1,54.07495538370018,-4.4317926839260435,0.379914554840656,1.7460000000000002e-15,14557.323672144144,6367.684504841282
BottomS066040,3.1137,-39.2335,2.764e-13,2.183e-13,9.451e-14,0.001,-96.84,1,51.15362971299943,-4.257723398927402,0.3694769491208089,2.1829999999999998e-15,15907.848001674825,6767.285116359218
BottomS066110,3.1202,-39.65,1.463e-13,1.221e-13,5.955e-14,-0.0,-95.27,1,55.25835866261397,-4.502306616929673,0.3842228926064412,1.2210000000000001e-15,16050.510851116745,7100.44440384018
BottomS066143,8.2319,-42.3916,1.4e-13,1.191e-13,6.096e-14,-0.0,-97.93,1,54.7260686333534,-4.470589733826027,0.3822794936546394,1.191e-15,16855.7954501528,7418.97609383997
BottomS066289,8.2445,-42.4765,1.722e-13,1.307e-13,5.439e-14,0.001,-97.95,1,51.85396463205932,-4.299453357296301,0.3719526663717669,1.307e-15,19594.560532964886,8391.478741959554
BottomS066365,8.3176,-42.4112,2.619e-13,2.187e-13,1.123e-13,0.0,-99.01,1,51.26903553299493,-4.264599937470425,0.3698837326678095,2.187e-15,15767.964726708973,6715.1620618653005
BottomS066371,8.4622,-42.4327,1.824e-13,1.355e-13,5.627e-14,-0.0,-99.48,1,52.69565217391304,-4.349605913059656,0.37495048256055413,1.3550000000000001e-15,18164.665126501706,7841.806760930078
BottomS066603,8.2453,-42.5532,1.518e-13,1.353e-13,7.648e-14,-0.0,-98.21,1,53.818827708703374,-4.41653113273981,0.37898801766388607,1.3529999999999999e-15,16830.0550036724,7343.874061683914
BottomS066720,8.233,-42.4663,2.391e-13,1.925e-13,8.959e-14,-0.0,-97.61,1,51.73591348890153,-4.292419195275666,0.37153415217719704,1.925e-15,16277.025184417307,6962.88364988918
BottomS066861,8.3813,-42.4414,2.787e-13,2.095e-13,8.632e-14,0.0,-99.49,1,51.5014164305949,-4.278446519896433,0.37070425041140365,2.095e-15,15855.674674077236,6767.492552483696
BottomS066946,8.4318,-42.5816,2.58e-13,2.332e-13,1.34e-13,0.0,-99.5,1,51.26903553299493,-4.264599937470425,0.3698837326678095,2.332e-15,15269.884715036922,6503.042866006872
BottomS066990,8.4529,-42.3737,1.324e-13,1.051e-13,4.615e-14,-0.001,-99.31,1,54.59459459459459,-4.462755758945321,0.38180086447376815,1.0510000000000001e-15,18105.926894784225,7959.237378595824
BottomS067087,7.9779,-42.3223,2.128e-13,1.823e-13,9.496e-14,-0.0,-97.5,1,53.188999414862494,-4.379002362195546,0.3767187781834087,1.823e-15,15139.28917753277,6566.550734361084
BottomS067223,8.5477,-42.5752,1.863e-13,1.466e-13,6.566e-14,-0.0,-99.6,1,52.94117647058823,-4.364235654344815,0.37582949110584285,1.466e-15,17171.77493461126,7430.546065151287
BottomS067414,7.4146,-41.3,2.209e-13,1.869e-13,9.787e-14,-0.0,-99.67,1,53.565114908662345,-4.401413473609545,0.3780723304081272,1.8689999999999998e-15,14570.974981505015,6342.753755313635
BottomS067518,7.4369,-41.1061,1.667e-13,1.293e-13,5.537e-14,-0.0,-98.68,1,54.59459459459459,-4.462755758945321,0.38180086447376815,1.293e-15,16323.859874248075,7175.853323007918
BottomS067619,7.4874,-41.1395,1.6e-13,1.218e-13,5.209e-14,-0.0,-98.55,1,55.25835866261397,-4.502306616929673,0.3842228926064412,1.218e-15,16070.265333486828,7109.183415644633
BottomS067743,7.4501,-41.2607,1.999e-13,2.029e-13,1.515e-13,0.0,-99.43,1,53.946587537091986,-4.424143793732112,0.379449919432003,2.029e-15,13623.449292839237,5951.900759319247
BottomS067777,7.4386,-41.2425,2.538e-13,2.349e-13,1.416e-13,-0.0,-99.52,1,53.69167158889545,-4.408954444156214,0.37852882832447077,2.349e-15,12884.906444087299,5615.578534600212
BottomS067796,7.4318,-41.1265,2.968e-13,2.276e-13,9.994e-14,0.0,-98.78,1,52.21137277426766,-4.320749777750503,0.37322267890764116,2.2760000000000003e-15,14489.019011112092,6226.186160926888
BottomS067995,7.4278,-41.3841,3.038e-13,2.687e-13,1.547e-13,-0.001,-99.57,1,51.85396463205932,-4.299453357296301,0.3719526663717669,2.687e-15,13665.939323601231,5852.513973456123
BottomS068057,7.2216,-41.1815,2.309e-13,2.082e-13,1.234e-13,-0.0,-99.46,1,53.946587537091986,-4.424143793732112,0.379449919432003,2.0820000000000003e-15,13448.930229277446,5875.65574055773
BottomS068120,7.4209,-40.9967,2.103e-13,1.65e-13,7.162e-14,0.001,-98.78,1,54.07495538370018,-4.4317926839260435,0.379914554840656,1.65e-15,14974.822590688122,6550.307454929806
BottomS068139,7.4515,-40.9871,4.345e-13,3.456e-13,1.594e-13,0.0,-98.65,1,49.9176276771005,-4.184075331269754,0.36515005856171573,3.456e-15,13761.807145569332,5785.797773931213
BottomS068169,7.3373,-41.3635,2.414e-13,2.051e-13,1.04e-13,-0.0,-99.69,1,54.07495538370018,-4.4317926839260435,0.379914554840656,2.051e-15,13431.385923611628,5875.175269200279
BottomS068170,7.3363,-41.367,1.804e-13,1.535e-13,7.797e-14,0.0,-99.72,1,55.25835866261397,-4.502306616929673,0.3842228926064412,1.535e-15,14315.037881750766,6332.703772550977
BottomS068271,7.4467,-41.5394,2.624e-13,2.083e-13,9.139e-14,-0.001,-99.56,1,52.818128994770476,-4.356903782259719,0.3753887118546447,2.083e-15,14527.921144561802,6279.129476155701
BottomS068373,6.9867,-38.3408,1.784e-13,1.586e-13,9.199e-14,0.0,-96.79,1,53.565114908662345,-4.401413473609545,0.3780723304081272,1.5860000000000001e-15,15817.639441615807,6885.427508855902
BottomS068683,7.1005,-38.3033,1.605e-13,1.215e-13,5.02e-14,0.0,-95.34,1,53.43915343915343,-4.39390796912071,0.3776185031129955,1.2150000000000002e-15,18228.791455774135,7925.479666269029
BottomS068753,7.0734,-38.2834,1.119e-13,1.091e-13,7.672e-14,-0.001,-95.31,1,54.59459459459459,-4.462755758945321,0.38180086447376815,1.091e-15,17770.913184255383,7811.967721390297
BottomS068892,7.0182,-38.3349,1.199e-13,1.105e-13,6.859e-14,0.0,-97.02,1,55.80110497237568,-4.534646545005274,0.38621361884849514,1.105e-15,16255.322436977769,7228.302541639159
BottomS069022,6.9784,-38.4612,2.1e-13,1.785e-13,8.975e-14,-0.0,-97.39,1,52.331606217616574,-4.327913973692974,0.3736509009377059,1.785e-15,16226.464461252615,6980.796261488354
BottomS069024,7.1454,-38.1328,2.184e-13,1.72e-13,7.618e-14,0.001,-95.23,1,51.03874227961819,-4.2508777488225284,0.3690724594844643,1.72e-15,18063.291984010848,7675.811478409269
BottomS069063,7.0615,-38.5125,8.553e-14,6.453e-14,2.69e-14,-0.0,-97.09,1,56.2152133580705,-4.559321490127894,0.3877386442991885,6.453000000000001e-16,20675.614323781418,9230.185805766272
BottomS069103,7.1472,-38.133,1.607e-13,1.341e-13,6.681e-14,0.0,-95.14,1,52.69565217391304,-4.349605913059656,0.37495048256055413,1.341e-15,18259.238213394823,7882.634591613203
BottomS069118,7.1171,-38.1269,2.153e-13,1.703e-13,7.649e-14,0.0,-95.17,1,51.618398637137986,-4.2854169885623365,0.37111801947255496,1.7029999999999999e-15,17445.530553024342,7454.382124821112
BottomS083163,-13.7532,20.3661,8.528e-14,6.61e-14,2.926e-14,-0.0,-102.56,1,55.52840562003666,-4.5183975585409,0.38521224520300845,6.610000000000001e-16,21414.132768278538,9497.599832089976
BottomS083526,-13.7754,20.3678,9.266e-14,8.896e-14,5.942e-14,0.0,-104.12,1,54.20393559928444,-4.43947806256455,0.38038194531035396,8.895999999999999e-16,20214.526900988403,8853.142898476173
BottomS083884,-13.7571,20.3699,9.483e-14,7.982e-14,4.047e-14,0.001,-103.66,1,54.990925589836664,-4.486371425509481,0.38324537089071503,7.981999999999999e-16,20218.941956822906,8921.72678583836
BottomS083889,-13.7203,20.3427,1.129e-13,8.848e-14,3.971e-14,-0.0,-102.31,1,54.07495538370018,-4.4317926839260435,0.379914554840656,8.848000000000001e-16,20449.425004662553,8945.015558338837
BottomS083958,-13.7559,20.3796,1.743e-13,1.372e-13,6.157e-14,0.001,-104.02,1,50.69715560513106,-4.230524061868216,0.3678725845344887,1.3720000000000002e-15,20704.317235404847,8769.489086462498
BottomS083972,-13.7085,20.3684,1.093e-13,8.359e-14,3.45e-14,-0.0,-102.51,1,53.188999414862494,-4.379002362195546,0.3767187781834087,8.359e-16,22357.418500150012,9697.359046978965
BottomS084004,-13.7311,20.3836,9.707e-14,8.551e-14,4.675e-14,-0.0,-102.52,1,54.46375074895146,-4.454959334573331,0.38132507817335454,8.551000000000001e-16,20254.050080863202,8892.443308348655
BottomS084047,-13.7808,20.3421,7.793e-14,6.529e-14,3.354e-14,-0.0,-102.4,1,55.93846153846154,-4.542831034495178,0.3867188740450029,6.529e-16,20948.896372513995,9327.59314486584
BottomS084117,-13.7496,20.3795,1.469e-13,1.178e-13,5.463e-14,-0.001,-103.79,1,51.97255574614066,-4.306519693871633,0.37237358007180155,1.1779999999999998e-15,20472.341048139093,8777.313209062979
LeftS000180,19.9172,-10.992,3.838e-14,3.342e-14,1.792e-14,-0.0,-128.69,1,55.12431776834445,-4.494319694122645,0.3837326646257598,3.342e-16,30962.564917777094,13679.782893804562
LeftS000183,19.9321,-10.9668,3.113e-14,2.869e-14,1.801e-14,-0.0,-130.68,1,56.35461872287662,-4.567628058758756,0.3882532093551083,2.8690000000000004e-16,30712.8908623435,13729.306874485608
LeftS000191,19.9182,-10.9599,5.102e-14,3.913e-14,1.697e-14,0.0,-128.67,1,53.818827708703374,-4.41653113273981,0.37898801766388607,3.913e-16,31295.328145129344,13655.864378741018
LeftS000257,19.9212,-10.9656,6.02e-14,5.378e-14,3.045e-14,-0.0,-128.55,1,52.57374204742626,-4.34234181075005,0.3745147837827261,5.378e-16,29074.93119668739,12537.25770190532
LeftS000267,19.9263,-10.9592,4.685e-14,3.654e-14,1.638e-14,-0.001,-136.93,1,53.69167158889545,-4.408954444156214,0.37852882832447077,3.6540000000000003e-16,32669.200508997794,14238.090273838498
LeftS000571,19.9767,-10.8263,4.802e-14,4.592e-14,3.09e-14,-0.0,-130.09,1,53.69167158889545,-4.408954444156214,0.37852882832447077,4.592e-16,29142.16670652762,12700.916884345263
LeftS000588,19.8096,-10.8021,3.434e-14,3.501e-14,2.678e-14,-0.001,-129.02,1,54.85817742908872,-4.478461531156368,0.3827609882181453,3.501e-16,30808.686221440283,13577.333727278208
LeftS000793,19.9516,-10.8443,4.613e-14,3.968e-14,2.114e-14,-0.0,-128.84,1,53.313782991202345,-4.386437681075225,0.3771673258385854,3.968e-16,32173.279194685347,13971.526933775995
LeftS001297,19.9515,-10.9501,2.177e-14,1.632e-14,6.833e-15,-0.0,-129.43,1,57.20578980490875,-4.618345698064378,0.3914077343567785,1.632e-16,38412.013582539,17310.47170318563
LeftS001589,19.9085,-11.1687,2.408e-14,2.087e-14,1.132e-14,-0.001,-129.47,1,59.29549902152642,-4.742862520286549,0.3992425378767408,2.0870000000000002e-16,29431.16918934263,13528.688883041945
LeftS001640,19.8752,-11.1985,7.53e-14,5.93e-14,2.638e-14,0.001,-130.44,1,51.618398637137986,-4.2854169885623365,0.37111801947255496,5.93e-16,29564.06572040725,12632.567543498133
LeftS001687,19.9104,-11.1723,5.607e-14,4.882e-14,2.6e-14,0.001,-129.37,1,52.818128994770476,-4.356903782259719,0.3753887118546447,4.882e-16,30008.84092269289,12970.155585782666
LeftS001712,19.9149,-11.1769,3.55e-14,3.374e-14,2.196e-14,-0.0,-129.22,1,54.7260686333534,-4.470589733826027,0.3822794936546394,3.374e-16,31668.87194621,13938.86183435392
LeftS001844,19.9143,-11.1979,2.373e-14,1.817e-14,7.534e-15,0.001,-130.31,1,57.20578980490875,-4.618345698064378,0.3914077343567785,1.817e-16,36404.048753214054,16405.577241344094
LeftS001894,19.888,-11.1869,3.87e-14,3.018e-14,1.326e-14,0.0,-130.75,1,55.39305301645338,-4.510332476593773,0.3847160782484805,3.018e-16,31987.046669695417,14168.629511908724
LeftS001943,19.9342,-11.1645,6.142e-14,4.884e-14,2.183e-14,0.001,-128.39,1,53.43915343915343,-4.39390796912071,0.3776185031129955,4.884e-16,28751.346444801824,12500.45633463835
LeftS001976,19.8827,-11.1832,2.401e-14,1.904e-14,8.514e-15,0.0,-130.75,1,58.23190262652146,-4.679487366375264,0.39523914651079933,1.904e-16,33145.36796999096,15083.242284631402
LeftS001998,19.8705,-11.1921,6.845e-14,5.145e-14,2.112e-14,0.001,-130.64,1,51.38496325607689,-4.271507573983118,0.3702928273144825,5.145e-16,32251.767730900214,13750.369983446266
LeftS002006,19.8621,-11.1917,4.873e-14,4.161e-14,2.193e-14,0.0,-130.61,1,53.313782991202345,-4.386437681075225,0.3771673258385854,4.161e-16,31418.272458154082,13643.658677301491
LeftS002029,19.8605,-11.1973,3.401e-14,2.951e-14,1.663e-14,-0.0,-130.74,1,55.664421310471525,-4.526502150993584,0.3857114173594574,2.951e-16,31751.50531954847,14100.6792916696
LeftS002115,19.9728,-11.1258,8.981e-14,7.179e-14,3.358e-14,-0.0,-128.67,1,50.69715560513106,-4.230524061868216,0.3678725845344887,7.179000000000001e-16,28622.396419882032,12123.25865077727
LeftS002186,19.978,-11.1399,8.354e-14,6.837e-14,3.386e-14,0.0,-128.64,1,52.452394691286784,-4.335111241515157,0.37408159626579063,6.837e-16,26002.28950212079,11199.35189559908
LeftS002275,20.0003,-11.2074,5.906e-14,5.159e-14,2.779e-14,0.001,-128.91,1,53.06479859894922,-4.371601767513788,0.3762728399426456,5.159e-16,28702.277058997937,12434.657930910565
LeftS002470,19.7534,-9.8689,4.591e-14,3.687e-14,1.67e-14,-0.0,-134.19,1,54.3335325762104,-4.447200191369887,0.3808521124727844,3.687e-16,31121.7016861227,13646.888147583526
LeftS002532,19.7287,-9.8311,7.124e-14,5.401e-14,2.28e-14,-0.001,-133.16,1,52.09169054441261,-4.313618426259344,0.37279691146388816,5.401e-16,29988.4278402103,12871.855769728172
LeftS002545,19.7369,-9.8377,1.757e-14,1.82e-14,1.398e-14,0.001,-133.85,1,59.29549902152642,-4.742862520286549,0.3992425378767408,1.82e-16,31516.141802854745,14487.092731574145
LeftS002569,19.73,-9.835,3.672e-14,3.027e-14,1.533e-14,-0.0,-133.66,1,55.93846153846154,-4.542831034495178,0.3867188740450029,3.027e-16,30766.51265238125,13698.93226854224
LeftS002609,19.7326,-9.8404,8.279e-14,6.627e-14,3.05e-14,0.001,-134.3,1,51.73591348890153,-4.292419195275666,0.37153415217719704,6.627000000000001e-16,27741.626293375735,11867.13874009384
LeftS002710,19.7268,-9.8322,5.941e-14,5.01e-14,2.557e-14,-0.0,-132.68,1,53.565114908662345,-4.401413473609545,0.3780723304081272,5.010000000000001e-16,28143.25982856595,12250.777123080783
LeftS002728,19.7307,-9.8241,4.686e-14,3.793e-14,1.774e-14,-0.0,-132.39,1,54.990925589836664,-4.486371425509481,0.38324537089071503,3.793e-16,29330.72958188842,12942.356544557513
LeftS002957,19.7489,-9.8436,7.078e-14,5.424e-14,2.267e-14,0.0,-134.04,1,51.85396463205932,-4.299453357296301,0.3719526663717669,5.424e-16,30416.79711173564,13026.161313096072
LeftS003022,19.6991,-9.7906,6.904e-14,5.748e-14,2.992e-14,0.001,-132.52,1,52.21137277426766,-4.320749777750503,0.37322267890764116,5.748e-16,28831.466383407776,12389.38791217889
LeftS003047,19.7595,-9.8615,2.172e-14,1.73e-14,7.944e-15,0.001,-134.1,1,59.45062132112491,-4.752105593747776,0.39982908634013226,1.73e-16,31983.364794941794,14723.458864446393
LeftS003152,19.7118,-9.8187,7.343e-14,5.719e-14,2.444e-14,-0.0,-133.11,1,51.618398637137986,-4.2854169885623365,0.37111801947255496,5.719e-16,30104.50270050491,12863.49338159676
LeftS003383,20.9586,-12.4551,6.768e-14,5.556e-14,2.749e-14,-0.0,-126.56,1,52.09169054441261,-4.313618426259344,0.37279691146388816,5.556e-16,29567.16387272802,12691.037720202261
LeftS003522,20.9592,-12.4011,2.685e-14,2.562e-14,1.655e-14,0.0,-127.98,1,57.20578980490875,-4.618345698064378,0.3914077343567785,2.562e-16,30657.560096630496,13815.907499904524
LeftS003705,20.9582,-12.3897,3.991e-14,3.405e-14,1.849e-14,0.0,-128.07,1,55.39305301645338,-4.510332476593773,0.3847160782484805,3.4049999999999996e-16,30114.468569918525,13339.17296339313
LeftS003772,20.9701,-12.395,4.055e-14,3.978e-14,2.718e-14,0.0,-128.12,1,54.07495538370018,-4.4317926839260435,0.379914554840656,3.9780000000000002e-16,30497.993578444944,13340.47421847349
LeftS003852,20.973,-12.3638,2.542e-14,1.929e-14,8.266e-15,-0.001,-128.09,1,56.63551401869159,-4.584365406392532,0.3892918262397843,1.929e-16,36741.01780133513,16467.9365457971
LeftS003991,20.9682,-12.3564,4.012e-14,3.865e-14,2.633e-14,-0.001,-127.74,1,54.07495538370018,-4.4317926839260435,0.379914554840656,3.8649999999999997e-16,30940.61265480632,13534.085262479242
LeftS003993,20.9649,-12.3595,4.376e-14,3.833e-14,2.163e-14,-0.0,-127.67,1,55.12431776834445,-4.494319694122645,0.3837326646257598,3.833e-16,28911.50790774975,12773.591346867166
LeftS004024,20.9682,-12.4214,3.606e-14,3.902e-14,3.259e-14,-0.0,-126.89,1,53.818827708703374,-4.41653113273981,0.37898801766388607,3.902e-16,31339.4089160139,13675.099231499817
LeftS004113,20.9255,-12.4644,6.623e-14,4.976e-14,2.057e-14,0.001,-125.69,1,51.5014164305949,-4.278446519896433,0.37070425041140365,4.976e-16,32533.93197052031,13886.07844442425
