,Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
270,BackDG1240,2.6486,-16.364,1.234e-17,1.079e-17,5.365e-18,53.9809,-1443.37
271,BackDG1241,2.5241,-16.5192,1.26e-17,1.088e-17,5.131e-18,48.69,-1443.17
272,BackDG1242,2.7026,-16.5323,1.141e-17,1.019e-17,4.429e-18,45.7286,-1443.17
273,BackDG1243,2.4419,-16.4637,1.198e-17,1.013e-17,3.983e-18,39.7708,-1442.98
274,BackDG1244,2.7038,-16.5897,1.294e-17,1.004e-17,4.732e-18,41.4958,-1443.26
275,BackDG1245,2.4527,-16.5013,1.299e-17,1.164e-17,5.135e-18,61.1839,-1443.24
276,BackDG1246,2.6909,-16.4834,8.625e-18,7.59e-18,3.355e-18,53.3001,-1442.89
277,BackDG1247,2.4263,-16.5199,1.151e-17,9.855e-18,4.426e-18,55.1017,-1443.33
278,BackDG1248,2.5558,-16.4101,8.537e-18,6.795e-18,3.569e-18,50.1828,-1443.05
279,BackDG1304,6.9477,-7.9172,1.301e-17,1.126e-17,5.346e-18,48.7574,-1308.85
280,BackDG1305,6.8536,-7.9552,1.272e-17,1.136e-17,5.365e-18,54.3189,-1308.89
281,BackDG1306,6.8257,-7.8963,1.423e-17,1.208e-17,5.284e-18,54.3138,-1308.93
282,BackDG1307,6.8591,-7.9869,1.405e-17,1.226e-17,5.353e-18,52.6221,-1309.07
283,BackDG1308,-22.6409,-25.1147,9.232e-18,7.434e-18,3.742e-18,58.6304,-1452.53
284,BackDG1309,-22.6211,-25.1471,1.239e-17,1.105e-17,5.007e-18,55.0041,-1452.33
285,BackDG1391,1.2966,-4.3185,9.44e-18,7.934e-18,3.775e-18,55.2206,-1367.52
286,BackDG1398,32.5509,-6.017,7.724e-18,6.476e-18,2.743e-18,71.4699,-1539.41
287,BackDG1399,32.434,-5.9489,1.163e-17,1.051e-17,4.672e-18,52.0332,-1539.71
288,BackDG1400,32.4558,-5.959,1.198e-17,1.032e-17,5.069e-18,53.9481,-1539.69
289,BackDG1401,32.5617,-6.1145,1.064e-17,8.939e-18,4.017e-18,43.1145,-1539.7
290,BackDG1402,32.415,-6.014,1.09e-17,8.264e-18,4.159e-18,44.5272,-1539.65
0,BottomDG0083,8.3218,24.9417,6.161e-17,4.203e-17,1.532e-17,213.3696,-1151.67
1,BottomDG0084,8.4951,25.1127,2.225e-17,1.681e-17,8.291e-18,67.9831,-1151.49
2,BottomDG0085,8.4027,24.7846,1.898e-17,1.673e-17,7.841e-18,59.0744,-1151.11
3,BottomDG0086,8.4083,24.517,2.056e-17,1.932e-17,8.144e-18,74.3846,-1151.49
4,BottomDG0087,8.3905,24.7937,2.095e-17,1.699e-17,8.029e-18,76.356,-1151.73
5,BottomDG0088,8.4876,25.2232,2.258e-17,1.932e-17,8.61e-18,66.3884,-1151.69
6,BottomDG0089,8.2321,25.1163,2.028e-17,1.944e-17,8.673e-18,75.409,-1151.2
7,BottomDG0090,8.4594,25.1694,2.161e-17,1.862e-17,7.759e-18,83.3617,-1151.58
8,BottomDG0091,8.1649,24.8166,2.234e-17,1.679e-17,7.828e-18,62.2395,-1151.26
9,BottomDG0092,8.3308,25.1107,1.999e-17,1.559e-17,6.718e-18,48.9188,-1151.44
10,BottomDG0093,8.3079,25.1336,1.432e-17,1.252e-17,5.326e-18,73.0011,-1151.81
11,BottomDG0094,8.1046,24.9227,3.124e-17,2.12e-17,9.79e-18,62.0819,-1151.2
12,BottomDG0095,8.1904,25.2929,2.03e-17,1.605e-17,7.493e-18,66.4655,-1151.73
13,BottomDG0096,-23.9493,2.0357,3.837e-17,3.026e-17,1.039e-17,158.4167,-1365.99
14,BottomDG0097,-23.6748,2.1824,1.417e-17,1.182e-17,4.591e-18,62.309,-1365.81
15,BottomDG0098,-23.805,1.6949,1.357e-17,1.099e-17,5.369e-18,52.722,-1366.2
16,BottomDG0099,-23.5974,2.0638,9.984e-18,8.443e-18,3.724e-18,84.9134,-1365.87
17,BottomDG0100,-24.0408,1.6092,1.524e-17,1.206e-17,5.586e-18,62.1453,-1366.1
18,BottomDG0101,-23.5712,2.2616,9.215e-18,7.403e-18,3.818e-18,57.1675,-1366.07
19,BottomDG0102,-24.1899,1.8371,1.414e-17,1.068e-17,5.3e-18,50.3363,-1365.87
20,BottomDG0103,-23.8242,2.0049,1.357e-17,1.139e-17,4.611e-18,49.5005,-1366.14
21,BottomDG0104,-23.6528,2.0085,1.952e-17,1.533e-17,6.231e-18,46.7042,-1365.81
22,BottomDG0105,-23.9967,2.3108,9.633e-18,8.78e-18,3.844e-18,55.151,-1366.3
23,BottomDG0106,-24.191,2.0963,1.379e-17,1.066e-17,5.233e-18,44.1428,-1366.23
24,BottomDG0107,-24.5266,2.0239,1.478e-17,1.121e-17,5.884e-18,61.2087,-1365.69
25,BottomDG0108,-23.6095,2.3915,1.427e-17,1.294e-17,5.198e-18,55.4264,-1365.7
26,BottomDG0109,-23.6875,2.0843,1.398e-17,1.12e-17,5.479e-18,57.518,-1365.83
27,BottomDG0110,-23.9101,1.5191,1.543e-17,1.248e-17,5.67e-18,56.3269,-1365.94
28,BottomDG0111,-24.1795,2.0841,9.358e-18,8.374e-18,3.477e-18,86.276,-1366.21
29,BottomDG0112,-24.1437,1.9666,1.169e-17,8.963e-18,4.13e-18,69.5355,-1365.94
30,BottomDG0113,-23.6923,1.7839,1.464e-17,1.216e-17,4.836e-18,54.1309,-1366.03
31,BottomDG0114,-23.8238,1.8371,1.089e-17,9.08e-18,4.318e-18,90.2846,-1365.91
32,BottomDG0115,-23.5689,2.1036,1.362e-17,1.063e-17,5.013e-18,52.0136,-1366.19
33,BottomDG0116,-23.9246,2.2569,1.424e-17,1.011e-17,5.604e-18,52.7463,-1365.96
34,BottomDG0117,-24.0357,2.0992,1.088e-17,8.113e-18,4.1e-18,88.6363,-1366.12
35,BottomDG0118,-23.8155,1.9993,1.558e-17,1.192e-17,5.68e-18,65.9423,-1365.89
36,BottomDG0119,-23.7679,1.7177,1.397e-17,1.196e-17,5.561e-18,52.1762,-1365.76
37,BottomDG0120,-23.999,2.3189,1.642e-17,1.178e-17,4.986e-18,55.1384,-1365.75
38,BottomDG0165,-14.3712,-20.477,8.928e-18,7.507e-18,3.702e-18,68.1472,-1437.21
39,BottomDG0166,-14.3476,-20.5465,1.349e-17,1.116e-17,5.398e-18,51.8109,-1437.34
40,BottomDG0167,-14.4263,-20.528,1.566e-17,1.235e-17,5.801e-18,60.3488,-1437.14
41,BottomDG0290,10.193,-40.9454,2.382e-17,1.762e-17,6.849e-18,93.3329,-1792.75
42,BottomDG0291,10.2429,-41.4527,8.225e-18,6.906e-18,3.232e-18,35.9195,-1792.91
43,BottomDG0292,10.0687,-41.2309,8.165e-18,7.883e-18,3.561e-18,40.4519,-1793.3
44,BottomDG0293,10.0547,-41.2485,9.091e-18,8.018e-18,3.517e-18,46.3979,-1793.2
45,BottomDG0294,10.2894,-40.7652,8.273e-18,6.739e-18,3.098e-18,41.2248,-1793.05
46,BottomDG0295,10.3746,-41.0781,6.887e-18,5.336e-18,2.684e-18,75.7623,-1793.1
47,BottomDG0296,10.3702,-41.1369,5.304e-18,4.85e-18,2.224e-18,51.2631,-1793.05
48,BottomDG0297,10.3567,-41.369,5.669e-18,4.405e-18,2.518e-18,52.4997,-1792.78
49,BottomDG0298,10.1368,-40.7779,8.726e-18,7.575e-18,3.245e-18,46.5243,-1793.11
50,BottomDG0299,10.0973,-40.7496,9.434e-18,7.575e-18,3.335e-18,46.3098,-1793.06
51,BottomDG0300,10.3173,-41.1467,8.838e-18,7.343e-18,3.302e-18,34.4366,-1793.06
52,BottomDG0301,10.1898,-40.6029,8.281e-18,7.444e-18,3.506e-18,47.3094,-1793.06
53,BottomDG0302,10.1448,-40.7443,8.271e-18,6.917e-18,3.425e-18,33.7611,-1793.05
54,BottomDG0303,10.1699,-40.8397,5.482e-18,5.024e-18,2.141e-18,83.366,-1792.82
55,BottomDG0304,10.0985,-41.1963,8.364e-18,7.253e-18,3.133e-18,40.955,-1793.11
56,BottomDG0305,10.17,-40.8239,8.863e-18,7.394e-18,3.402e-18,49.8245,-1792.83
57,BottomDG0306,10.1773,-40.6775,8.315e-18,6.774e-18,3.032e-18,39.3568,-1793.16
58,BottomDG0307,10.469,-41.121,5.668e-18,4.307e-18,2.001e-18,49.7911,-1792.73
59,BottomDG0308,9.9604,-40.723,8.579e-18,7.96e-18,3.465e-18,42.7092,-1793.11
60,BottomDG0309,10.3483,-41.088,5.734e-18,4.754e-18,2.519e-18,44.4029,-1792.81
61,BottomDG0310,10.3867,-40.9839,5.268e-18,4.879e-18,2.333e-18,37.1194,-1793.06
62,BottomDG0351,-14.8204,23.3535,7.438e-18,6.17e-18,2.809e-18,46.3958,-1633.96
63,BottomDG0352,-0.0692,12.1719,1.5e-17,1.233e-17,5.443e-18,120.5651,-1161.64
64,BottomDG0353,-0.058,12.1532,1.763e-17,1.438e-17,6.91e-18,57.0675,-1161.84
65,BottomDG0354,-0.0213,12.2567,1.399e-17,1.065e-17,4.592e-18,62.6021,-1161.39
66,BottomDG0355,-0.0541,12.1189,2.024e-17,1.556e-17,6.512e-18,74.357,-1161.8
67,BottomDG0356,-0.1078,12.2325,1.809e-17,1.577e-17,6.077e-18,62.3221,-1161.73
68,BottomDG0357,-0.1535,12.1791,1.877e-17,1.525e-17,6.517e-18,51.7617,-1161.46
69,BottomDG0410,37.4574,-17.1339,1.28e-17,1.112e-17,4.741e-18,74.8597,-1148.6
70,BottomDG0457,-20.6762,-11.3463,3.592e-17,2.144e-17,8.709e-18,112.8609,-1568.55
71,BottomDG0458,-20.6422,-11.4357,1.221e-17,9.081e-18,4.682e-18,50.245,-1568.46
72,BottomDG0459,-20.7807,-11.2541,1.055e-17,9.686e-18,4.652e-18,54.0882,-1569.06
73,BottomDG0460,-20.509,-11.3985,1.151e-17,9.335e-18,4.605e-18,56.6302,-1568.51
74,BottomDG0461,-20.6517,-11.3352,1.024e-17,9.047e-18,3.745e-18,43.4406,-1568.47
75,BottomDG0462,-20.5498,-11.2683,1.097e-17,8.881e-18,4.272e-18,40.871,-1568.84
76,BottomDG0463,-20.7036,-11.3456,1.115e-17,9.513e-18,4.223e-18,48.1829,-1568.47
77,BottomDG0464,-20.6735,-11.4204,1.131e-17,8.635e-18,4.071e-18,51.9188,-1568.82
78,BottomDG0465,-20.5547,-11.4688,9.963e-18,8.907e-18,3.701e-18,44.0874,-1568.65
79,BottomDG0466,-20.6639,-11.2667,1.132e-17,8.386e-18,4.25e-18,47.5999,-1568.59
80,BottomDG0467,-20.699,-11.2365,1.189e-17,1.032e-17,4.858e-18,44.2251,-1568.79
81,BottomDG0468,-20.6551,-11.4297,1.146e-17,9.744e-18,4.769e-18,48.4165,-1569.06
82,BottomDG0480,-10.5795,18.1058,7.584e-18,6.11e-18,2.726e-18,94.6797,-1717.65
83,BottomDG0481,-10.5556,18.0217,1.121e-17,9.375e-18,4.106e-18,48.7576,-1717.43
84,BottomDG0482,-10.6175,18.1816,1.001e-17,7.748e-18,3.521e-18,38.8463,-1717.58
85,BottomDG0483,-10.5849,18.1354,9.741e-18,8.235e-18,3.775e-18,39.8404,-1717.49
86,BottomDG0484,-10.6341,18.0785,1.011e-17,8.733e-18,3.716e-18,37.1656,-1717.56
87,BottomDG0485,-10.6017,18.0397,1.064e-17,9.206e-18,3.824e-18,55.4185,-1717.82
88,BottomDG0486,-10.4764,18.0629,1.097e-17,8.865e-18,4.116e-18,49.1216,-1717.25
89,BottomDG0487,-10.5891,18.2547,1.098e-17,8.169e-18,4.191e-18,37.4174,-1717.48
90,BottomDG0488,-43.7267,-25.1938,2.598e-17,2.103e-17,9.94e-18,136.0258,-724.86
91,BottomDG0489,-43.717,-25.2419,3.035e-17,2.455e-17,9.163e-18,101.8557,-724.9
92,BottomDG0490,-43.7846,-25.2792,3.845e-17,3.396e-17,1.501e-17,116.6131,-724.83
93,BottomDG0491,-43.8794,-24.9898,4.422e-17,3.447e-17,1.361e-17,112.1796,-724.62
94,BottomDG0492,-43.9849,-25.3343,4.12e-17,3.375e-17,1.49e-17,103.3227,-724.88
95,BottomDG0627,41.1682,18.6528,5.528e-17,4.4e-17,1.773e-17,95.4799,-819.94
96,BottomDG0628,40.9299,18.6406,2.716e-17,2.267e-17,8.952e-18,92.6915,-819.86
97,BottomDG0632,-2.9987,-33.7932,9.436e-18,8.456e-18,3.785e-18,44.9843,-1752.43
98,BottomDG0633,-3.0266,-33.8061,8.66e-18,7.821e-18,3.34e-18,43.1012,-1752.58
99,BottomDG0664,17.4585,-21.7422,2.213e-17,1.768e-17,8.327e-18,206.6397,-862.34
100,BottomDG0665,17.4754,-21.9252,3.169e-17,2.709e-17,1.283e-17,84.7848,-862.51
101,BottomDG0666,17.6046,-21.7562,3.104e-17,2.536e-17,1.096e-17,81.812,-862.71
102,BottomDG0667,17.3011,-21.8894,3.237e-17,2.529e-17,1.193e-17,64.969,-862.16
103,BottomDG0668,17.497,-21.4869,3.094e-17,2.546e-17,1.012e-17,83.082,-862.15
104,BottomDG0669,17.2947,-21.7846,3.277e-17,2.568e-17,1.096e-17,94.4206,-862.55
105,BottomDG0670,17.3813,-21.7948,3.252e-17,2.656e-17,1.156e-17,99.6783,-862.44
106,BottomDG0671,17.3007,-21.7013,2.985e-17,2.438e-17,1.192e-17,74.969,-862.23
107,BottomDG0715,-2.5201,-11.7596,3.812e-17,3.18e-17,1.36e-17,314.4354,-580.12
108,BottomDG0716,-2.463,-12.0496,6.788e-17,5.432e-17,2.335e-17,132.8513,-579.89
109,BottomDG0717,-2.5652,-12.0187,6.245e-17,6.117e-17,2.277e-17,113.1748,-579.98
110,BottomDG0718,-2.3104,-11.7222,4.586e-17,3.605e-17,1.56e-17,127.8639,-579.77
111,BottomDG0719,-2.3183,-11.6011,7.017e-17,5.522e-17,2.5e-17,116.1578,-580.13
112,BottomDG0720,-2.7356,-11.5194,5.288e-17,4.526e-17,2.13e-17,91.8014,-579.86
113,BottomDG0721,-2.7312,-11.8223,6.361e-17,5.061e-17,2.192e-17,142.9009,-580.06
114,BottomDG0722,-2.5047,-11.9517,6.805e-17,5.909e-17,2.487e-17,122.9484,-580.29
115,BottomDG0723,-2.9072,-11.7462,8.871e-17,7.133e-17,2.986e-17,106.8247,-580.03
116,BottomDG0795,23.7229,-19.2492,5.342e-17,4.071e-17,1.355e-17,112.1723,-1117.92
117,BottomDG0796,23.6225,-19.1798,1.866e-17,1.587e-17,6.32e-18,54.2695,-1118.42
118,BottomDG0797,23.6179,-19.1056,2.03e-17,1.583e-17,7.276e-18,68.4545,-1118.33
119,BottomDG0798,23.4866,-18.9869,1.926e-17,1.661e-17,7.1e-18,61.0052,-1117.9
120,BottomDG0799,23.6787,-19.2021,1.244e-17,1.188e-17,4.871e-18,151.0336,-1118.02
121,BottomDG0800,23.7222,-19.1855,1.303e-17,1.215e-17,5.281e-18,143.1453,-1118.05
122,BottomDG0801,24.0507,-19.3004,1.881e-17,1.53e-17,7.642e-18,55.6639,-1118.2
123,BottomDG0802,23.6412,-19.5155,2.007e-17,1.599e-17,6.696e-18,65.4142,-1117.71
124,BottomDG0803,23.8048,-19.3999,1.942e-17,1.619e-17,7.846e-18,66.2234,-1117.61
125,BottomDG0804,23.908,-19.2906,2.272e-17,1.822e-17,7.679e-18,64.927,-1117.83
126,BottomDG0805,23.8267,-19.4176,3e-17,2.137e-17,9.076e-18,69.0405,-1118.27
127,BottomDG0806,23.83,-19.1285,1.317e-17,1.136e-17,5.331e-18,75.5532,-1117.61
128,BottomDG0807,23.7886,-18.9192,2.211e-17,1.75e-17,7.601e-18,70.4989,-1118.34
129,BottomDG0808,23.5993,-18.9603,1.859e-17,1.739e-17,6.954e-18,67.9331,-1118.2
130,BottomDG0809,23.596,-19.4202,1.918e-17,1.65e-17,8.211e-18,70.2801,-1117.93
131,BottomDG0908,-1.1703,0.8622,1.163e-17,8.802e-18,4.446e-18,69.9674,-1251.5
132,BottomDG0913,11.366,-17.6707,5.028e-17,3.791e-17,1.446e-17,111.2496,-1176.84
133,BottomDG0914,11.4732,-17.6677,2.817e-17,2.126e-17,8.291e-18,56.3365,-1177.02
134,BottomDG0915,11.3061,-17.6683,1.393e-17,1.145e-17,5.544e-18,68.0267,-1176.97
135,BottomDG0916,11.5052,-17.5055,2.01e-17,1.56e-17,6.994e-18,68.6438,-1176.8
136,BottomDG0917,11.6143,-17.8335,2.181e-17,1.642e-17,7.705e-18,59.7362,-1176.72
137,BottomDG0918,11.4158,-17.479,1.973e-17,1.775e-17,7.747e-18,59.2683,-1177.07
138,BottomDG0919,11.2765,-17.5829,1.324e-17,1.026e-17,4.694e-18,78.0585,-1177.15
139,BottomDG0920,11.5046,-17.6055,2.203e-17,1.631e-17,7.907e-18,64.8373,-1176.74
140,BottomDG0921,11.196,-17.674,1.903e-17,1.733e-17,7.309e-18,66.3894,-1177.04
141,BottomDG0922,11.4362,-17.7981,1.764e-17,1.564e-17,6.689e-18,60.2561,-1177.01
142,BottomDG0923,11.3798,-17.6755,1.769e-17,1.454e-17,5.98e-18,62.5852,-1176.92
143,BottomDG0924,11.5271,-17.6572,1.992e-17,1.565e-17,7.552e-18,74.8677,-1177.13
144,BottomDG0939,-14.264,40.7528,2.819e-17,2.347e-17,1.103e-17,108.8669,-786.07
145,BottomDG0992,-4.2986,13.1523,6.542e-18,6.098e-18,2.682e-18,45.1428,-1652.47
146,BottomDG1042,-21.59,11.7999,1.598e-17,1.279e-17,5.734e-18,123.091,-1171.44
147,BottomDG1043,-21.692,11.8358,2.169e-17,1.651e-17,7.753e-18,68.4483,-1171.55
148,BottomDG1044,-21.5738,11.7888,1.96e-17,1.551e-17,7.104e-18,61.1407,-1171.15
149,BottomDG1045,-21.6645,11.8416,2.81e-17,2.142e-17,9.111e-18,70.0812,-1171.07
150,BottomDG1046,-21.5337,11.855,1.747e-17,1.753e-17,8.504e-18,66.1709,-1171.31
151,BottomDG1047,-21.626,11.8919,2.032e-17,1.673e-17,7.186e-18,55.7396,-1171.27
152,BottomDG1048,-14.1931,-7.5841,3.01e-17,2.5e-17,8.362e-18,139.3233,-1637.74
153,BottomDG1049,-13.9273,-7.7097,9.374e-18,8.414e-18,3.749e-18,44.6847,-1637.9
154,BottomDG1050,-14.3503,-7.7285,1.036e-17,8.729e-18,4.142e-18,52.4431,-1637.81
155,BottomDG1051,-14.3779,-7.4288,1.079e-17,8.842e-18,4.219e-18,42.1525,-1637.89
156,BottomDG1052,-13.9674,-7.5062,1.019e-17,8.904e-18,3.655e-18,35.8068,-1637.77
157,BottomDG1053,-14.0512,-7.3065,1.037e-17,8.832e-18,3.829e-18,41.8816,-1638.04
158,BottomDG1054,-14.1925,-7.4638,1.55e-17,1.236e-17,5.367e-18,44.1526,-1637.89
159,BottomDG1055,-14.2504,-7.7702,7.587e-18,5.723e-18,2.799e-18,71.4692,-1638.35
160,BottomDG1056,-14.5123,-7.6222,1.409e-17,1.087e-17,5.334e-18,40.1801,-1638.27
161,BottomDG1057,-14.2289,-7.3741,1.031e-17,8.689e-18,3.846e-18,49.439,-1638.19
162,BottomDG1058,-13.9488,-7.6892,1.162e-17,1.017e-17,4.221e-18,51.0024,-1637.93
163,BottomDG1059,-13.9897,-7.773,1.102e-17,1.001e-17,4.161e-18,49.7714,-1637.91
164,BottomDG1060,-14.458,-7.6881,9.737e-18,8.447e-18,3.806e-18,45.0012,-1638.13
165,BottomDG1061,-14.1419,-7.6316,9.982e-18,9.034e-18,3.739e-18,49.689,-1638.32
166,BottomDG1062,-13.8805,-7.4041,1.009e-17,8.89e-18,3.824e-18,41.7753,-1638.21
167,BottomDG1063,-14.4657,-7.5959,1.125e-17,1.081e-17,4.648e-18,56.7848,-1638.26
168,BottomDG1064,-13.8469,-7.5236,1.026e-17,8.921e-18,4.371e-18,49.6942,-1637.86
169,BottomDG1065,-14.2991,-7.5823,7.979e-18,5.684e-18,2.661e-18,71.5489,-1638.14
170,BottomDG1066,-14.1025,-7.7236,1.118e-17,8.891e-18,4.378e-18,48.8663,-1638.37
171,BottomDG1067,-14.1967,-7.3733,1.076e-17,9.101e-18,4.169e-18,47.1009,-1638.09
172,BottomDG1068,-14.2102,-7.323,7.829e-18,6.261e-18,2.994e-18,48.5718,-1638.02
173,BottomDG1113,-27.8774,-5.3553,2.153e-17,1.831e-17,8.704e-18,88.6657,-926.92
174,BottomDG1151,27.5713,6.4352,5.058e-17,4.295e-17,1.921e-17,151.2592,-570.12
175,BottomDG1168,40.4025,-6.0666,1.176e-17,8.916e-18,4.77e-18,55.982,-1257.98
176,BottomDG1220,27.8568,35.6355,1.565e-17,1.308e-17,5.386e-18,42.2423,-1593.26
177,BottomDG1221,27.868,35.5562,1.036e-17,9.501e-18,4.176e-18,44.8335,-1592.93
178,BottomDG1222,27.6641,35.4787,1.102e-17,9.642e-18,4.107e-18,44.9469,-1593.1
179,BottomDG1223,27.8614,35.5322,1.154e-17,9.658e-18,4.528e-18,47.4232,-1592.83
180,BottomDG1259,10.1963,-6.8779,7.604e-18,6.57e-18,3.079e-18,84.3569,-1599.45
181,BottomDG1260,10.2551,-6.9206,1.037e-17,7.689e-18,4.042e-18,48.5078,-1599.65
182,BottomDG1261,10.142,-6.9137,1.016e-17,8.533e-18,3.847e-18,46.9733,-1599.35
183,BottomDG1262,10.0846,-6.8344,1.612e-17,1.211e-17,4.966e-18,43.2006,-1599.57
184,BottomDG1263,10.1556,-6.9288,1.463e-17,1.225e-17,4.782e-18,43.4636,-1599.39
185,BottomDG1264,10.2422,-6.9782,9.78e-18,7.761e-18,3.855e-18,43.8896,-1599.27
186,BottomDG1265,10.19,-6.8979,1.135e-17,9.137e-18,4.123e-18,51.762,-1599.47
187,BottomDG1266,10.1491,-6.8924,1.05e-17,8.742e-18,3.64e-18,39.4448,-1599.66
188,BottomDG1311,41.811,19.2927,1.686e-17,1.289e-17,5.839e-18,79.0442,-1025.0
189,BottomDG1412,19.7368,-38.8665,2.732e-17,2.334e-17,1.006e-17,108.2014,-736.61
190,BottomDG1437,4.5279,-34.9068,9.968e-18,8.228e-18,3.763e-18,38.1367,-1675.32
191,BottomDG1438,4.5141,-34.8347,7.099e-18,6.442e-18,2.924e-18,47.8068,-1675.4
0,FrontDG0058,-2.2858,28.5137,2.375e-17,2.183e-17,8.049e-18,78.362,-1032.76
1,FrontDG0059,-2.2163,28.5842,3.588e-17,2.969e-17,1.116e-17,62.2796,-1032.56
2,FrontDG0121,-10.3346,20.5447,2.358e-17,1.981e-17,8.47e-18,98.5109,-878.35
3,FrontDG0155,-14.8682,-23.2115,4.443e-17,3.67e-17,1.116e-17,166.2307,-1246.0
4,FrontDG0156,-14.7833,-23.2064,1.475e-17,1.256e-17,5.81e-18,56.5016,-1246.02
5,FrontDG0157,-14.9482,-23.1831,2.441e-17,1.844e-17,8.498e-18,55.3615,-1246.07
6,FrontDG0158,-14.791,-23.3417,1.777e-17,1.217e-17,5.947e-18,57.4917,-1245.92
7,FrontDG0159,-14.7535,-23.3618,1.643e-17,1.181e-17,6.129e-18,50.3562,-1245.92
8,FrontDG0160,-14.879,-23.4165,1.621e-17,1.359e-17,6.625e-18,69.153,-1245.97
9,FrontDG0161,-15.0587,-23.1645,1.706e-17,1.573e-17,6.981e-18,60.1388,-1246.15
10,FrontDG0162,-15.0598,-23.0939,2.47e-17,1.813e-17,7.911e-18,63.6297,-1245.7
11,FrontDG0163,-14.9985,-23.0273,1.836e-17,1.407e-17,6.411e-18,75.6668,-1246.07
12,FrontDG0164,-14.9099,-23.1884,1.593e-17,1.226e-17,6.156e-18,47.8411,-1246.24
13,FrontDG0175,-22.5778,-5.7216,2.93e-17,2.272e-17,8.11e-18,167.0159,-1637.86
14,FrontDG0176,-22.5094,-5.6778,1.025e-17,8.852e-18,4.122e-18,42.9704,-1637.84
15,FrontDG0177,-22.4463,-5.6812,9.696e-18,8.87e-18,4.048e-18,45.651,-1637.62
16,FrontDG0178,-22.4924,-5.5815,1.062e-17,8.518e-18,3.79e-18,49.224,-1637.49
17,FrontDG0179,-22.6242,-5.7714,6.752e-18,5.307e-18,2.567e-18,81.8845,-1637.61
18,FrontDG0180,-22.4543,-5.6963,1.071e-17,8.025e-18,4.238e-18,47.6504,-1637.84
19,FrontDG0181,-22.8175,-5.8114,9.834e-18,8.498e-18,3.945e-18,56.6614,-1637.33
20,FrontDG0182,-22.4985,-5.6662,9.77e-18,7.126e-18,3.687e-18,46.4445,-1637.45
21,FrontDG0183,-22.5093,-5.7296,1.528e-17,1.142e-17,5.426e-18,40.1524,-1637.75
22,FrontDG0184,-22.6547,-5.8016,1.04e-17,9.661e-18,4.361e-18,46.206,-1637.72
23,FrontDG0185,-22.5189,-5.5429,1.095e-17,9.811e-18,4.207e-18,44.7233,-1637.56
24,FrontDG0186,-22.5511,-5.7651,1.095e-17,8.068e-18,4.597e-18,39.3487,-1637.7
25,FrontDG0209,24.5771,44.0622,9.501e-18,8.534e-18,3.793e-18,46.116,-1688.43
26,FrontDG0210,24.4947,43.9808,1.095e-17,7.513e-18,3.679e-18,50.0587,-1688.52
27,FrontDG0211,24.6205,44.1456,1.08e-17,8.073e-18,4.253e-18,45.3937,-1688.65
28,FrontDG0212,24.5391,43.9582,9.445e-18,8.023e-18,3.15e-18,38.977,-1688.63
29,FrontDG0235,1.7137,-1.9285,9.668e-18,8.18e-18,3.873e-18,89.5597,-1360.05
30,FrontDG0236,1.7951,-1.9106,1.053e-17,7.621e-18,3.611e-18,62.0269,-1359.95
31,FrontDG0237,1.6788,-1.8465,1.013e-17,8.641e-18,3.474e-18,61.3136,-1360.19
32,FrontDG0238,1.7604,-1.9489,1.805e-17,1.63e-17,6.617e-18,47.6271,-1359.99
33,FrontDG0239,1.6284,-1.8524,1.494e-17,1.286e-17,5.943e-18,66.4017,-1360.16
34,FrontDG0243,-37.6681,-27.0465,1.406e-17,1.36e-17,6.103e-18,58.9366,-1284.62
35,FrontDG0244,-37.6985,-26.9539,1.455e-17,1.274e-17,5.508e-18,59.0696,-1284.83
36,FrontDG0245,-37.8084,-26.9848,1.476e-17,1.201e-17,5.932e-18,54.2075,-1284.51
37,FrontDG0246,-37.769,-26.9266,1.528e-17,1.267e-17,5.825e-18,45.7701,-1284.55
38,FrontDG0257,-3.0142,-29.0308,1.472e-17,1.262e-17,6.138e-18,108.1656,-1095.47
39,FrontDG0258,-2.9903,-29.0889,2.457e-17,1.83e-17,9.337e-18,77.1012,-1095.22
40,FrontDG0259,-2.9597,-29.1594,2.3e-17,1.81e-17,8.059e-18,67.2252,-1095.33
41,FrontDG0260,-2.9817,-29.0188,2.16e-17,1.633e-17,7.411e-18,62.7348,-1095.21
42,FrontDG0261,-3.0227,-28.9587,1.704e-17,1.334e-17,5.972e-18,76.7893,-1095.37
43,FrontDG0265,-23.7595,27.4434,1.146e-17,8.831e-18,4.322e-18,48.3693,-1579.31
44,FrontDG0266,-23.698,27.4902,7.555e-18,6.346e-18,3.045e-18,48.5828,-1579.42
45,FrontDG0358,1.402,21.6194,2.655e-17,2.063e-17,8.864e-18,84.6424,-981.24
46,FrontDG0359,1.4951,21.5362,2.485e-17,1.781e-17,8.809e-18,65.3623,-981.08
47,FrontDG0360,1.5913,21.4979,3.393e-17,3.115e-17,1.081e-17,66.8327,-981.46
48,FrontDG0361,1.5111,21.6042,2.619e-17,2.046e-17,8.823e-18,79.1566,-981.34
49,FrontDG0421,-29.9106,-29.3411,4.627e-17,3.662e-17,1.394e-17,175.6749,-1261.35
50,FrontDG0422,-30.0352,-29.1837,1.219e-17,9.911e-18,5.187e-18,100.4472,-1261.7
