Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
BackDG1306,6.8257,-7.8963,1.42E-17,1.21E-17,5.28E-18,54.3138,-1308.93
BackDG1307,6.8591,-7.9869,1.41E-17,1.23E-17,5.35E-18,52.6221,-1309.07
BackDG1308,-22.6409,-25.1147,9.23E-18,7.43E-18,3.74E-18,58.6304,-1452.53
BackDG1309,-22.6211,-25.1471,1.24E-17,1.11E-17,5.01E-18,55.0041,-1452.33
BackDG1391,1.2966,-4.3185,9.44E-18,7.93E-18,3.78E-18,55.2206,-1367.52
BackDG1398,32.5509,-6.017,7.72E-18,6.48E-18,2.74E-18,71.4699,-1539.41
BackDG1399,32.434,-5.9489,1.16E-17,1.05E-17,4.67E-18,52.0332,-1539.71
BackDG1400,32.4558,-5.959,1.20E-17,1.03E-17,5.07E-18,53.9481,-1539.69
BackDG1401,32.5617,-6.1145,1.06E-17,8.94E-18,4.02E-18,43.1145,-1539.7
BackDG1402,32.415,-6.014,1.09E-17,8.26E-18,4.16E-18,44.5272,-1539.65
BottomDG0083,8.3218,24.9417,6.16E-17,4.20E-17,1.53E-17,213.3696,-1151.67
BottomDG0084,8.4951,25.1127,2.23E-17,1.68E-17,8.29E-18,67.9831,-1151.49
BottomDG0085,8.4027,24.7846,1.90E-17,1.67E-17,7.84E-18,59.0744,-1151.11
BottomDG0086,8.4083,24.517,2.06E-17,1.93E-17,8.14E-18,74.3846,-1151.49
BottomDG0087,8.3905,24.7937,2.10E-17,1.70E-17,8.03E-18,76.356,-1151.73
BottomDG0088,8.4876,25.2232,2.26E-17,1.93E-17,8.61E-18,66.3884,-1151.69
BottomDG0089,8.2321,25.1163,2.03E-17,1.94E-17,8.67E-18,75.409,-1151.2
BottomDG0090,8.4594,25.1694,2.16E-17,1.86E-17,7.76E-18,83.3617,-1151.58
BottomDG0091,8.1649,24.8166,2.23E-17,1.68E-17,7.83E-18,62.2395,-1151.26
BottomDG0092,8.3308,25.1107,2.00E-17,1.56E-17,6.72E-18,48.9188,-1151.44
BottomDG0093,8.3079,25.1336,1.43E-17,1.25E-17,5.33E-18,73.0011,-1151.81
BottomDG0094,8.1046,24.9227,3.12E-17,2.12E-17,9.79E-18,62.0819,-1151.2
BottomDG0095,8.1904,25.2929,2.03E-17,1.61E-17,7.49E-18,66.4655,-1151.73
BottomDG0096,-23.9493,2.0357,3.84E-17,3.03E-17,1.04E-17,158.4167,-1365.99
BottomDG0097,-23.6748,2.1824,1.42E-17,1.18E-17,4.59E-18,62.309,-1365.81
BottomDG0098,-23.805,1.6949,1.36E-17,1.10E-17,5.37E-18,52.722,-1366.2
BottomDG0099,-23.5974,2.0638,9.98E-18,8.44E-18,3.72E-18,84.9134,-1365.87
BottomDG0100,-24.0408,1.6092,1.52E-17,1.21E-17,5.59E-18,62.1453,-1366.1
BottomDG0101,-23.5712,2.2616,9.22E-18,7.40E-18,3.82E-18,57.1675,-1366.07
BottomDG0102,-24.1899,1.8371,1.41E-17,1.07E-17,5.30E-18,50.3363,-1365.87
BottomDG0103,-23.8242,2.0049,1.36E-17,1.14E-17,4.61E-18,49.5005,-1366.14
BottomDG0104,-23.6528,2.0085,1.95E-17,1.53E-17,6.23E-18,46.7042,-1365.81
BottomDG0105,-23.9967,2.3108,9.63E-18,8.78E-18,3.84E-18,55.151,-1366.3
BottomDG0106,-24.191,2.0963,1.38E-17,1.07E-17,5.23E-18,44.1428,-1366.23
BottomDG0107,-24.5266,2.0239,1.48E-17,1.12E-17,5.88E-18,61.2087,-1365.69
BottomDG0108,-23.6095,2.3915,1.43E-17,1.29E-17,5.20E-18,55.4264,-1365.7
BottomDG0109,-23.6875,2.0843,1.40E-17,1.12E-17,5.48E-18,57.518,-1365.83
BottomDG0110,-23.9101,1.5191,1.54E-17,1.25E-17,5.67E-18,56.3269,-1365.94
BottomDG0111,-24.1795,2.0841,9.36E-18,8.37E-18,3.48E-18,86.276,-1366.21
BottomDG0112,-24.1437,1.9666,1.17E-17,8.96E-18,4.13E-18,69.5355,-1365.94
BottomDG0113,-23.6923,1.7839,1.46E-17,1.22E-17,4.84E-18,54.1309,-1366.03
BottomDG0114,-23.8238,1.8371,1.09E-17,9.08E-18,4.32E-18,90.2846,-1365.91
BottomDG0115,-23.5689,2.1036,1.36E-17,1.06E-17,5.01E-18,52.0136,-1366.19
BottomDG0116,-23.9246,2.2569,1.42E-17,1.01E-17,5.60E-18,52.7463,-1365.96
BottomDG0117,-24.0357,2.0992,1.09E-17,8.11E-18,4.10E-18,88.6363,-1366.12
BottomDG0118,-23.8155,1.9993,1.56E-17,1.19E-17,5.68E-18,65.9423,-1365.89
BottomDG0119,-23.7679,1.7177,1.40E-17,1.20E-17,5.56E-18,52.1762,-1365.76
BottomDG0120,-23.999,2.3189,1.64E-17,1.18E-17,4.99E-18,55.1384,-1365.75
BottomDG0165,-14.3712,-20.477,8.93E-18,7.51E-18,3.70E-18,68.1472,-1437.21
BottomDG0166,-14.3476,-20.5465,1.35E-17,1.12E-17,5.40E-18,51.8109,-1437.34
BottomDG0167,-14.4263,-20.528,1.57E-17,1.24E-17,5.80E-18,60.3488,-1437.14
BottomDG0290,10.193,-40.9454,2.38E-17,1.76E-17,6.85E-18,93.3329,-1792.75
BottomDG0291,10.2429,-41.4527,8.23E-18,6.91E-18,3.23E-18,35.9195,-1792.91
BottomDG0292,10.0687,-41.2309,8.17E-18,7.88E-18,3.56E-18,40.4519,-1793.3
BottomDG0293,10.0547,-41.2485,9.09E-18,8.02E-18,3.52E-18,46.3979,-1793.2
BottomDG0294,10.2894,-40.7652,8.27E-18,6.74E-18,3.10E-18,41.2248,-1793.05
BottomDG0295,10.3746,-41.0781,6.89E-18,5.34E-18,2.68E-18,75.7623,-1793.1
BottomDG0296,10.3702,-41.1369,5.30E-18,4.85E-18,2.22E-18,51.2631,-1793.05
BottomDG0297,10.3567,-41.369,5.67E-18,4.41E-18,2.52E-18,52.4997,-1792.78
BottomDG0298,10.1368,-40.7779,8.73E-18,7.58E-18,3.25E-18,46.5243,-1793.11
BottomDG0299,10.0973,-40.7496,9.43E-18,7.58E-18,3.34E-18,46.3098,-1793.06
BottomDG0300,10.3173,-41.1467,8.84E-18,7.34E-18,3.30E-18,34.4366,-1793.06
BottomDG0301,10.1898,-40.6029,8.28E-18,7.44E-18,3.51E-18,47.3094,-1793.06
BottomDG0302,10.1448,-40.7443,8.27E-18,6.92E-18,3.43E-18,33.7611,-1793.05
BottomDG0303,10.1699,-40.8397,5.48E-18,5.02E-18,2.14E-18,83.366,-1792.82
BottomDG0304,10.0985,-41.1963,8.36E-18,7.25E-18,3.13E-18,40.955,-1793.11
BottomDG0305,10.17,-40.8239,8.86E-18,7.39E-18,3.40E-18,49.8245,-1792.83
BottomDG0306,10.1773,-40.6775,8.32E-18,6.77E-18,3.03E-18,39.3568,-1793.16
BottomDG0307,10.469,-41.121,5.67E-18,4.31E-18,2.00E-18,49.7911,-1792.73
BottomDG0308,9.9604,-40.723,8.58E-18,7.96E-18,3.47E-18,42.7092,-1793.11
BottomDG0309,10.3483,-41.088,5.73E-18,4.75E-18,2.52E-18,44.4029,-1792.81
BottomDG0310,10.3867,-40.9839,5.27E-18,4.88E-18,2.33E-18,37.1194,-1793.06
BottomDG0351,-14.8204,23.3535,7.44E-18,6.17E-18,2.81E-18,46.3958,-1633.96
BottomDG0352,-0.0692,12.1719,1.50E-17,1.23E-17,5.44E-18,120.5651,-1161.64
BottomDG0353,-0.058,12.1532,1.76E-17,1.44E-17,6.91E-18,57.0675,-1161.84
BottomDG0354,-0.0213,12.2567,1.40E-17,1.07E-17,4.59E-18,62.6021,-1161.39
BottomDG0355,-0.0541,12.1189,2.02E-17,1.56E-17,6.51E-18,74.357,-1161.8
BottomDG0356,-0.1078,12.2325,1.81E-17,1.58E-17,6.08E-18,62.3221,-1161.73
BottomDG0357,-0.1535,12.1791,1.88E-17,1.53E-17,6.52E-18,51.7617,-1161.46
BottomDG0410,37.4574,-17.1339,1.28E-17,1.11E-17,4.74E-18,74.8597,-1148.6
BottomDG0457,-20.6762,-11.3463,3.59E-17,2.14E-17,8.71E-18,112.8609,-1568.55
BottomDG0458,-20.6422,-11.4357,1.22E-17,9.08E-18,4.68E-18,50.245,-1568.46
BottomDG0459,-20.7807,-11.2541,1.06E-17,9.69E-18,4.65E-18,54.0882,-1569.06
BottomDG0460,-20.509,-11.3985,1.15E-17,9.34E-18,4.61E-18,56.6302,-1568.51
BottomDG0461,-20.6517,-11.3352,1.02E-17,9.05E-18,3.75E-18,43.4406,-1568.47
BottomDG0462,-20.5498,-11.2683,1.10E-17,8.88E-18,4.27E-18,40.871,-1568.84
BottomDG0463,-20.7036,-11.3456,1.12E-17,9.51E-18,4.22E-18,48.1829,-1568.47
BottomDG0464,-20.6735,-11.4204,1.13E-17,8.64E-18,4.07E-18,51.9188,-1568.82
BottomDG0465,-20.5547,-11.4688,9.96E-18,8.91E-18,3.70E-18,44.0874,-1568.65
BottomDG0466,-20.6639,-11.2667,1.13E-17,8.39E-18,4.25E-18,47.5999,-1568.59
BottomDG0467,-20.699,-11.2365,1.19E-17,1.03E-17,4.86E-18,44.2251,-1568.79
BottomDG0468,-20.6551,-11.4297,1.15E-17,9.74E-18,4.77E-18,48.4165,-1569.06
BottomDG0480,-10.5795,18.1058,7.58E-18,6.11E-18,2.73E-18,94.6797,-1717.65
BottomDG0481,-10.5556,18.0217,1.12E-17,9.38E-18,4.11E-18,48.7576,-1717.43
BottomDG0482,-10.6175,18.1816,1.00E-17,7.75E-18,3.52E-18,38.8463,-1717.58
BottomDG0483,-10.5849,18.1354,9.74E-18,8.24E-18,3.78E-18,39.8404,-1717.49
BottomDG0484,-10.6341,18.0785,1.01E-17,8.73E-18,3.72E-18,37.1656,-1717.56
BottomDG0485,-10.6017,18.0397,1.06E-17,9.21E-18,3.82E-18,55.4185,-1717.82
BottomDG0486,-10.4764,18.0629,1.10E-17,8.87E-18,4.12E-18,49.1216,-1717.25
BottomDG0487,-10.5891,18.2547,1.10E-17,8.17E-18,4.19E-18,37.4174,-1717.48
BottomDG0488,-43.7267,-25.1938,2.60E-17,2.10E-17,9.94E-18,136.0258,-724.86
BottomDG0489,-43.717,-25.2419,3.04E-17,2.46E-17,9.16E-18,101.8557,-724.9
BottomDG0490,-43.7846,-25.2792,3.85E-17,3.40E-17,1.50E-17,116.6131,-724.83
BottomDG0491,-43.8794,-24.9898,4.42E-17,3.45E-17,1.36E-17,112.1796,-724.62
BottomDG0492,-43.9849,-25.3343,4.12E-17,3.38E-17,1.49E-17,103.3227,-724.88
BottomDG0627,41.1682,18.6528,5.53E-17,4.40E-17,1.77E-17,95.4799,-819.94
BottomDG0628,40.9299,18.6406,2.72E-17,2.27E-17,8.95E-18,92.6915,-819.86
BottomDG0632,-2.9987,-33.7932,9.44E-18,8.46E-18,3.79E-18,44.9843,-1752.43
BottomDG0633,-3.0266,-33.8061,8.66E-18,7.82E-18,3.34E-18,43.1012,-1752.58
BottomDG0664,17.4585,-21.7422,2.21E-17,1.77E-17,8.33E-18,206.6397,-862.34
BottomDG0665,17.4754,-21.9252,3.17E-17,2.71E-17,1.28E-17,84.7848,-862.51
BottomDG0666,17.6046,-21.7562,3.10E-17,2.54E-17,1.10E-17,81.812,-862.71
BottomDG0667,17.3011,-21.8894,3.24E-17,2.53E-17,1.19E-17,64.969,-862.16
BottomDG0668,17.497,-21.4869,3.09E-17,2.55E-17,1.01E-17,83.082,-862.15
BottomDG0669,17.2947,-21.7846,3.28E-17,2.57E-17,1.10E-17,94.4206,-862.55
BottomDG0670,17.3813,-21.7948,3.25E-17,2.66E-17,1.16E-17,99.6783,-862.44
BottomDG0671,17.3007,-21.7013,2.99E-17,2.44E-17,1.19E-17,74.969,-862.23
BottomDG0715,-2.5201,-11.7596,3.81E-17,3.18E-17,1.36E-17,314.4354,-580.12
BottomDG0716,-2.463,-12.0496,6.79E-17,5.43E-17,2.34E-17,132.8513,-579.89
BottomDG0717,-2.5652,-12.0187,6.25E-17,6.12E-17,2.28E-17,113.1748,-579.98
BottomDG0718,-2.3104,-11.7222,4.59E-17,3.61E-17,1.56E-17,127.8639,-579.77
BottomDG0719,-2.3183,-11.6011,7.02E-17,5.52E-17,2.50E-17,116.1578,-580.13
BottomDG0720,-2.7356,-11.5194,5.29E-17,4.53E-17,2.13E-17,91.8014,-579.86
BottomDG0721,-2.7312,-11.8223,6.36E-17,5.06E-17,2.19E-17,142.9009,-580.06
BottomDG0722,-2.5047,-11.9517,6.81E-17,5.91E-17,2.49E-17,122.9484,-580.29
BottomDG0723,-2.9072,-11.7462,8.87E-17,7.13E-17,2.99E-17,106.8247,-580.03
BottomDG0795,23.7229,-19.2492,5.34E-17,4.07E-17,1.36E-17,112.1723,-1117.92
BottomDG0796,23.6225,-19.1798,1.87E-17,1.59E-17,6.32E-18,54.2695,-1118.42
BottomDG0797,23.6179,-19.1056,2.03E-17,1.58E-17,7.28E-18,68.4545,-1118.33
BottomDG0798,23.4866,-18.9869,1.93E-17,1.66E-17,7.10E-18,61.0052,-1117.9
BottomDG0799,23.6787,-19.2021,1.24E-17,1.19E-17,4.87E-18,151.0336,-1118.02
BottomDG0800,23.7222,-19.1855,1.30E-17,1.22E-17,5.28E-18,143.1453,-1118.05
BottomDG0801,24.0507,-19.3004,1.88E-17,1.53E-17,7.64E-18,55.6639,-1118.2
BottomDG0802,23.6412,-19.5155,2.01E-17,1.60E-17,6.70E-18,65.4142,-1117.71
BottomDG0803,23.8048,-19.3999,1.94E-17,1.62E-17,7.85E-18,66.2234,-1117.61
BottomDG0804,23.908,-19.2906,2.27E-17,1.82E-17,7.68E-18,64.927,-1117.83
BottomDG0805,23.8267,-19.4176,3.00E-17,2.14E-17,9.08E-18,69.0405,-1118.27
BottomDG0806,23.83,-19.1285,1.32E-17,1.14E-17,5.33E-18,75.5532,-1117.61
BottomDG0807,23.7886,-18.9192,2.21E-17,1.75E-17,7.60E-18,70.4989,-1118.34
BottomDG0808,23.5993,-18.9603,1.86E-17,1.74E-17,6.95E-18,67.9331,-1118.2
BottomDG0809,23.596,-19.4202,1.92E-17,1.65E-17,8.21E-18,70.2801,-1117.93
BottomDG0908,-1.1703,0.8622,1.16E-17,8.80E-18,4.45E-18,69.9674,-1251.5
BottomDG0913,11.366,-17.6707,5.03E-17,3.79E-17,1.45E-17,111.2496,-1176.84
BottomDG0914,11.4732,-17.6677,2.82E-17,2.13E-17,8.29E-18,56.3365,-1177.02
BottomDG0915,11.3061,-17.6683,1.39E-17,1.15E-17,5.54E-18,68.0267,-1176.97
BottomDG0916,11.5052,-17.5055,2.01E-17,1.56E-17,6.99E-18,68.6438,-1176.8
BottomDG0917,11.6143,-17.8335,2.18E-17,1.64E-17,7.71E-18,59.7362,-1176.72
BottomDG0918,11.4158,-17.479,1.97E-17,1.78E-17,7.75E-18,59.2683,-1177.07
BottomDG0919,11.2765,-17.5829,1.32E-17,1.03E-17,4.69E-18,78.0585,-1177.15
BottomDG0920,11.5046,-17.6055,2.20E-17,1.63E-17,7.91E-18,64.8373,-1176.74
BottomDG0921,11.196,-17.674,1.90E-17,1.73E-17,7.31E-18,66.3894,-1177.04
BottomDG0922,11.4362,-17.7981,1.76E-17,1.56E-17,6.69E-18,60.2561,-1177.01
BottomDG0923,11.3798,-17.6755,1.77E-17,1.45E-17,5.98E-18,62.5852,-1176.92
BottomDG0924,11.5271,-17.6572,1.99E-17,1.57E-17,7.55E-18,74.8677,-1177.13
BottomDG0939,-14.264,40.7528,2.82E-17,2.35E-17,1.10E-17,108.8669,-786.07
BottomDG0992,-4.2986,13.1523,6.54E-18,6.10E-18,2.68E-18,45.1428,-1652.47
BottomDG1042,-21.59,11.7999,1.60E-17,1.28E-17,5.73E-18,123.091,-1171.44
BottomDG1043,-21.692,11.8358,2.17E-17,1.65E-17,7.75E-18,68.4483,-1171.55
BottomDG1044,-21.5738,11.7888,1.96E-17,1.55E-17,7.10E-18,61.1407,-1171.15
BottomDG1045,-21.6645,11.8416,2.81E-17,2.14E-17,9.11E-18,70.0812,-1171.07
BottomDG1046,-21.5337,11.855,1.75E-17,1.75E-17,8.50E-18,66.1709,-1171.31
BottomDG1047,-21.626,11.8919,2.03E-17,1.67E-17,7.19E-18,55.7396,-1171.27
BottomDG1048,-14.1931,-7.5841,3.01E-17,2.50E-17,8.36E-18,139.3233,-1637.74
BottomDG1049,-13.9273,-7.7097,9.37E-18,8.41E-18,3.75E-18,44.6847,-1637.9
BottomDG1050,-14.3503,-7.7285,1.04E-17,8.73E-18,4.14E-18,52.4431,-1637.81
BottomDG1051,-14.3779,-7.4288,1.08E-17,8.84E-18,4.22E-18,42.1525,-1637.89
BottomDG1052,-13.9674,-7.5062,1.02E-17,8.90E-18,3.66E-18,35.8068,-1637.77
BottomDG1053,-14.0512,-7.3065,1.04E-17,8.83E-18,3.83E-18,41.8816,-1638.04
BottomDG1054,-14.1925,-7.4638,1.55E-17,1.24E-17,5.37E-18,44.1526,-1637.89
BottomDG1055,-14.2504,-7.7702,7.59E-18,5.72E-18,2.80E-18,71.4692,-1638.35
BottomDG1056,-14.5123,-7.6222,1.41E-17,1.09E-17,5.33E-18,40.1801,-1638.27
BottomDG1057,-14.2289,-7.3741,1.03E-17,8.69E-18,3.85E-18,49.439,-1638.19
BottomDG1058,-13.9488,-7.6892,1.16E-17,1.02E-17,4.22E-18,51.0024,-1637.93
BottomDG1059,-13.9897,-7.773,1.10E-17,1.00E-17,4.16E-18,49.7714,-1637.91
BottomDG1060,-14.458,-7.6881,9.74E-18,8.45E-18,3.81E-18,45.0012,-1638.13
BottomDG1061,-14.1419,-7.6316,9.98E-18,9.03E-18,3.74E-18,49.689,-1638.32
BottomDG1062,-13.8805,-7.4041,1.01E-17,8.89E-18,3.82E-18,41.7753,-1638.21
BottomDG1063,-14.4657,-7.5959,1.13E-17,1.08E-17,4.65E-18,56.7848,-1638.26
BottomDG1064,-13.8469,-7.5236,1.03E-17,8.92E-18,4.37E-18,49.6942,-1637.86
BottomDG1065,-14.2991,-7.5823,7.98E-18,5.68E-18,2.66E-18,71.5489,-1638.14
BottomDG1066,-14.1025,-7.7236,1.12E-17,8.89E-18,4.38E-18,48.8663,-1638.37
BottomDG1067,-14.1967,-7.3733,1.08E-17,9.10E-18,4.17E-18,47.1009,-1638.09
BottomDG1068,-14.2102,-7.323,7.83E-18,6.26E-18,2.99E-18,48.5718,-1638.02
BottomDG1113,-27.8774,-5.3553,2.15E-17,1.83E-17,8.70E-18,88.6657,-926.92
BottomDG1151,27.5713,6.4352,5.06E-17,4.30E-17,1.92E-17,151.2592,-570.12
BottomDG1168,40.4025,-6.0666,1.18E-17,8.92E-18,4.77E-18,55.982,-1257.98
BottomDG1220,27.8568,35.6355,1.57E-17,1.31E-17,5.39E-18,42.2423,-1593.26
BottomDG1221,27.868,35.5562,1.04E-17,9.50E-18,4.18E-18,44.8335,-1592.93
BottomDG1222,27.6641,35.4787,1.10E-17,9.64E-18,4.11E-18,44.9469,-1593.1
BottomDG1223,27.8614,35.5322,1.15E-17,9.66E-18,4.53E-18,47.4232,-1592.83
BottomDG1259,10.1963,-6.8779,7.60E-18,6.57E-18,3.08E-18,84.3569,-1599.45
BottomDG1260,10.2551,-6.9206,1.04E-17,7.69E-18,4.04E-18,48.5078,-1599.65
BottomDG1261,10.142,-6.9137,1.02E-17,8.53E-18,3.85E-18,46.9733,-1599.35
BottomDG1262,10.0846,-6.8344,1.61E-17,1.21E-17,4.97E-18,43.2006,-1599.57
BottomDG1263,10.1556,-6.9288,1.46E-17,1.23E-17,4.78E-18,43.4636,-1599.39
BottomDG1264,10.2422,-6.9782,9.78E-18,7.76E-18,3.86E-18,43.8896,-1599.27
BottomDG1265,10.19,-6.8979,1.14E-17,9.14E-18,4.12E-18,51.762,-1599.47
BottomDG1266,10.1491,-6.8924,1.05E-17,8.74E-18,3.64E-18,39.4448,-1599.66
BottomDG1311,41.811,19.2927,1.69E-17,1.29E-17,5.84E-18,79.0442,-1025
BottomDG1412,19.7368,-38.8665,2.73E-17,2.33E-17,1.01E-17,108.2014,-736.61
BottomDG1437,4.5279,-34.9068,9.97E-18,8.23E-18,3.76E-18,38.1367,-1675.32
BottomDG1438,4.5141,-34.8347,7.10E-18,6.44E-18,2.92E-18,47.8068,-1675.4
FrontDG0058,-2.2858,28.5137,2.38E-17,2.18E-17,8.05E-18,78.362,-1032.76
FrontDG0059,-2.2163,28.5842,3.59E-17,2.97E-17,1.12E-17,62.2796,-1032.56
FrontDG0121,-10.3346,20.5447,2.36E-17,1.98E-17,8.47E-18,98.5109,-878.35
FrontDG0155,-14.8682,-23.2115,4.44E-17,3.67E-17,1.12E-17,166.2307,-1246
FrontDG0156,-14.7833,-23.2064,1.48E-17,1.26E-17,5.81E-18,56.5016,-1246.02
FrontDG0157,-14.9482,-23.1831,2.44E-17,1.84E-17,8.50E-18,55.3615,-1246.07
FrontDG0158,-14.791,-23.3417,1.78E-17,1.22E-17,5.95E-18,57.4917,-1245.92
FrontDG0159,-14.7535,-23.3618,1.64E-17,1.18E-17,6.13E-18,50.3562,-1245.92
FrontDG0160,-14.879,-23.4165,1.62E-17,1.36E-17,6.63E-18,69.153,-1245.97
FrontDG0161,-15.0587,-23.1645,1.71E-17,1.57E-17,6.98E-18,60.1388,-1246.15
FrontDG0162,-15.0598,-23.0939,2.47E-17,1.81E-17,7.91E-18,63.6297,-1245.7
FrontDG0163,-14.9985,-23.0273,1.84E-17,1.41E-17,6.41E-18,75.6668,-1246.07
FrontDG0164,-14.9099,-23.1884,1.59E-17,1.23E-17,6.16E-18,47.8411,-1246.24
FrontDG0175,-22.5778,-5.7216,2.93E-17,2.27E-17,8.11E-18,167.0159,-1637.86
FrontDG0176,-22.5094,-5.6778,1.03E-17,8.85E-18,4.12E-18,42.9704,-1637.84
FrontDG0177,-22.4463,-5.6812,9.70E-18,8.87E-18,4.05E-18,45.651,-1637.62
FrontDG0178,-22.4924,-5.5815,1.06E-17,8.52E-18,3.79E-18,49.224,-1637.49
FrontDG0179,-22.6242,-5.7714,6.75E-18,5.31E-18,2.57E-18,81.8845,-1637.61
FrontDG0180,-22.4543,-5.6963,1.07E-17,8.03E-18,4.24E-18,47.6504,-1637.84
FrontDG0181,-22.8175,-5.8114,9.83E-18,8.50E-18,3.95E-18,56.6614,-1637.33
FrontDG0182,-22.4985,-5.6662,9.77E-18,7.13E-18,3.69E-18,46.4445,-1637.45
FrontDG0183,-22.5093,-5.7296,1.53E-17,1.14E-17,5.43E-18,40.1524,-1637.75
FrontDG0184,-22.6547,-5.8016,1.04E-17,9.66E-18,4.36E-18,46.206,-1637.72
FrontDG0185,-22.5189,-5.5429,1.10E-17,9.81E-18,4.21E-18,44.7233,-1637.56
FrontDG0186,-22.5511,-5.7651,1.10E-17,8.07E-18,4.60E-18,39.3487,-1637.7
FrontDG0209,24.5771,44.0622,9.50E-18,8.53E-18,3.79E-18,46.116,-1688.43
FrontDG0210,24.4947,43.9808,1.10E-17,7.51E-18,3.68E-18,50.0587,-1688.52
FrontDG0211,24.6205,44.1456,1.08E-17,8.07E-18,4.25E-18,45.3937,-1688.65
FrontDG0212,24.5391,43.9582,9.45E-18,8.02E-18,3.15E-18,38.977,-1688.63
FrontDG0235,1.7137,-1.9285,9.67E-18,8.18E-18,3.87E-18,89.5597,-1360.05
FrontDG0236,1.7951,-1.9106,1.05E-17,7.62E-18,3.61E-18,62.0269,-1359.95
FrontDG0237,1.6788,-1.8465,1.01E-17,8.64E-18,3.47E-18,61.3136,-1360.19
FrontDG0238,1.7604,-1.9489,1.81E-17,1.63E-17,6.62E-18,47.6271,-1359.99
FrontDG0239,1.6284,-1.8524,1.49E-17,1.29E-17,5.94E-18,66.4017,-1360.16
FrontDG0243,-37.6681,-27.0465,1.41E-17,1.36E-17,6.10E-18,58.9366,-1284.62
FrontDG0244,-37.6985,-26.9539,1.46E-17,1.27E-17,5.51E-18,59.0696,-1284.83
FrontDG0245,-37.8084,-26.9848,1.48E-17,1.20E-17,5.93E-18,54.2075,-1284.51
FrontDG0246,-37.769,-26.9266,1.53E-17,1.27E-17,5.83E-18,45.7701,-1284.55
FrontDG0257,-3.0142,-29.0308,1.47E-17,1.26E-17,6.14E-18,108.1656,-1095.47
FrontDG0258,-2.9903,-29.0889,2.46E-17,1.83E-17,9.34E-18,77.1012,-1095.22
FrontDG0259,-2.9597,-29.1594,2.30E-17,1.81E-17,8.06E-18,67.2252,-1095.33
FrontDG0260,-2.9817,-29.0188,2.16E-17,1.63E-17,7.41E-18,62.7348,-1095.21
FrontDG0261,-3.0227,-28.9587,1.70E-17,1.33E-17,5.97E-18,76.7893,-1095.37
FrontDG0265,-23.7595,27.4434,1.15E-17,8.83E-18,4.32E-18,48.3693,-1579.31
FrontDG0266,-23.698,27.4902,7.56E-18,6.35E-18,3.05E-18,48.5828,-1579.42
FrontDG0358,1.402,21.6194,2.66E-17,2.06E-17,8.86E-18,84.6424,-981.24
FrontDG0359,1.4951,21.5362,2.49E-17,1.78E-17,8.81E-18,65.3623,-981.08
FrontDG0360,1.5913,21.4979,3.39E-17,3.12E-17,1.08E-17,66.8327,-981.46
FrontDG0361,1.5111,21.6042,2.62E-17,2.05E-17,8.82E-18,79.1566,-981.34
FrontDG0421,-29.9106,-29.3411,4.63E-17,3.66E-17,1.39E-17,175.6749,-1261.35
FrontDG0422,-30.0352,-29.1837,1.22E-17,9.91E-18,5.19E-18,100.4472,-1261.7
FrontDG0423,-29.834,-28.65,1.46E-17,1.23E-17,5.33E-18,49.3897,-1261.05
FrontDG0424,-29.5881,-29.6527,1.72E-17,1.40E-17,6.15E-18,50.8399,-1261.3
FrontDG0425,-29.87,-29.3997,1.17E-17,9.96E-18,4.27E-18,112.1817,-1261.27
FrontDG0426,-29.7065,-29.745,1.69E-17,1.36E-17,5.70E-18,53.7111,-1261.44
FrontDG0427,-30.2186,-28.8875,1.54E-17,1.42E-17,6.60E-18,63.6175,-1261.27
FrontDG0428,-29.9105,-29.917,1.66E-17,1.14E-17,5.41E-18,55.0233,-1261.55
FrontDG0429,-29.7365,-29.1083,1.20E-17,9.21E-18,4.25E-18,91.1452,-1261.35
FrontDG0430,-29.8756,-29.2059,1.22E-17,9.07E-18,4.13E-18,126.9507,-1261.24
FrontDG0431,-30.3956,-29.0795,2.24E-17,1.94E-17,7.29E-18,51.394,-1261.08
FrontDG0432,-29.3319,-28.8678,1.74E-17,1.39E-17,6.35E-18,61.4214,-1261.33
FrontDG0433,-29.9965,-30.0051,1.59E-17,1.32E-17,5.32E-18,52.2749,-1261.5
FrontDG0434,-30.4409,-29.5488,1.63E-17,1.32E-17,5.72E-18,47.3223,-1261.38
FrontDG0435,-29.7742,-29.6409,1.75E-17,1.49E-17,6.41E-18,69.9929,-1261.24
FrontDG0436,-29.6221,-29.3912,1.91E-17,1.44E-17,6.86E-18,69.5445,-1261.62
FrontDG0437,-29.8901,-29.7661,1.77E-17,1.43E-17,6.39E-18,61.1282,-1261.35
FrontDG0438,-30.2305,-29.1059,1.55E-17,1.54E-17,6.34E-18,42.5635,-1261.25
FrontDG0439,-29.7556,-29.6273,1.64E-17,1.38E-17,6.71E-18,61.2314,-1261.3
FrontDG0440,-30.2306,-29.1724,1.13E-17,9.80E-18,3.79E-18,93.7354,-1261.34
FrontDG0441,-30.1835,-29.8814,1.82E-17,1.45E-17,7.28E-18,55.2394,-1261.54
FrontDG0442,-29.3496,-29.474,1.61E-17,1.26E-17,5.92E-18,62.1842,-1261.55
FrontDG0443,-29.7546,-29.1043,1.65E-17,1.34E-17,6.04E-18,62.9748,-1261.66
