Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
BackDG1304,6.9477,-7.9172,1.301e-17,1.126e-17,5.346e-18,48.7574,-1308.85
BackDG1305,6.8536,-7.9552,1.272e-17,1.136e-17,5.365e-18,54.3189,-1308.89
BackDG1306,6.8257,-7.8963,1.423e-17,1.208e-17,5.284e-18,54.3138,-1308.93
BackDG1307,6.8591,-7.9869,1.405e-17,1.226e-17,5.353e-18,52.6221,-1309.07
BackDG1308,-22.6409,-25.1147,9.232e-18,7.434e-18,3.742e-18,58.6304,-1452.53
BackDG1309,-22.6211,-25.1471,1.239e-17,1.105e-17,5.007e-18,55.0041,-1452.33
BackDG1391,1.2966,-4.3185,9.440e-18,7.934e-18,3.775e-18,55.2206,-1367.52
BackDG1398,32.5509,-6.0170,7.724e-18,6.476e-18,2.743e-18,71.4699,-1539.41
BackDG1399,32.4340,-5.9489,1.163e-17,1.051e-17,4.672e-18,52.0332,-1539.71
BackDG1400,32.4558,-5.9590,1.198e-17,1.032e-17,5.069e-18,53.9481,-1539.69
BackDG1401,32.5617,-6.1145,1.064e-17,8.939e-18,4.017e-18,43.1145,-1539.7
BackDG1402,32.4150,-6.0140,1.090e-17,8.264e-18,4.159e-18,44.5272,-1539.65
